"interquantile_width","cluster","seqnames","start","end","GENEID","tpm","sample"
28,126,"chr1",63777199,63777226,75619,19.6964433553123,"whole_body__embryo_E11"
41,127,"chr1",64579361,64579446,12912,99.926173438736,"whole_body__embryo_E11"
30,131,"chr1",65233257,65233286,18711,17.5682908961466,"whole_body__embryo_E11"
15,132,"chr1",66221868,66221887,17756,104.23167342897,"whole_body__embryo_E11"
21,134,"chr1",66368410,66368430,17756,11.7341253654995,"whole_body__embryo_E11"
12,139,"chr1",66747443,66747467,66646,32.4124613994903,"whole_body__embryo_E11"
47,140,"chr1",71603748,71603798,108147,79.2934845053863,"whole_body__embryo_E11"
40,142,"chr1",72354001,72354040,22596,20.1034996260385,"whole_body__embryo_E11"
10,143,"chr1",72354098,72354107,22596,10.2775239931086,"whole_body__embryo_E11"
5,144,"chr1",72629842,72629850,54380,33.0691954755735,"whole_body__embryo_E11"
24,145,"chr1",72757839,72757863,19981,45.2466537238362,"whole_body__embryo_E11"
5,146,"chr1",72871063,72871069,16008,66.9280061359123,"whole_body__embryo_E11"
54,148,"chr1",74283069,74283128,76709,90.4949207177585,"whole_body__embryo_E11"
8,150,"chr1",74331628,74331637,56695,46.6207227895137,"whole_body__embryo_E11"
41,154,"chr1",74438237,74438279,227292,34.9914425618437,"whole_body__embryo_E11"
35,157,"chr1",74552628,74552672,58184,53.7584334675106,"whole_body__embryo_E11"
27,162,"chr1",74708294,74708339,67534,30.5536883776313,"whole_body__embryo_E11"
6,166,"chr1",75139356,75139364,227298,11.5754278086514,"whole_body__embryo_E11"
29,168,"chr1",75207413,75207451,20872,65.0360755315338,"whole_body__embryo_E11"
12,169,"chr1",75233021,75233032,56812,19.0636095365638,"whole_body__embryo_E11"
7,170,"chr1",75356900,75356923,13346,39.1341864115507,"whole_body__embryo_E11"
17,174,"chr1",75432539,75432555,69080,12.0523238236597,"whole_body__embryo_E11"
4,178,"chr1",78654436,78654462,195434,141.682007829654,"whole_body__embryo_E11"
4,178,"chr1",78654436,78654462,74205,141.682007829654,"whole_body__embryo_E11"
24,180,"chr1",79772679,79772702,69163,30.6140739957169,"whole_body__embryo_E11"
22,183,"chr1",82721490,82721513,75734,72.8294560693757,"whole_body__embryo_E11"
28,184,"chr1",82836030,82836061,15463,93.639003443964,"whole_body__embryo_E11"
50,189,"chr1",87690002,87690054,12283,44.0269367432533,"whole_body__embryo_E11"
38,190,"chr1",87791140,87791192,64294,23.2582714950795,"whole_body__embryo_E11"
36,191,"chr1",87961206,87961260,70247,126.530680234273,"whole_body__embryo_E11"
17,193,"chr1",88483706,88483726,26895,80.9476216201781,"whole_body__embryo_E11"
26,194,"chr1",88600379,88600404,208718,17.2016780858017,"whole_body__embryo_E11"
31,195,"chr1",89110506,89110560,26987,154.945184044829,"whole_body__embryo_E11"
8,198,"chr1",89223588,89223624,227331,71.0111344711131,"whole_body__embryo_E11"
4,203,"chr1",90967020,90967025,98402,26.0249383880943,"whole_body__embryo_E11"
6,207,"chr1",92100574,92100582,12778,88.6144848185453,"whole_body__embryo_E11"
25,208,"chr1",92500043,92500081,108679,114.077493935691,"whole_body__embryo_E11"
3,215,"chr1",93698037,93698039,13345,11.7252872838842,"whole_body__embryo_E11"
5,225,"chr1",95132414,95132419,208777,11.6165542731384,"whole_body__embryo_E11"
19,226,"chr1",95240213,95240233,66385,38.486144598553,"whole_body__embryo_E11"
45,227,"chr1",95375564,95375619,18000,151.463413178174,"whole_body__embryo_E11"
28,239,"chr1",107560460,107560487,227446,20.18552019645,"whole_body__embryo_E11"
29,241,"chr1",120218418,120218454,67949,61.1856874165731,"whole_body__embryo_E11"
7,245,"chr1",123327667,123327673,70829,10.0088552486041,"whole_body__embryo_E11"
6,248,"chr1",129670779,129670802,72949,24.9796015105009,"whole_body__embryo_E11"
8,249,"chr1",129765367,129765374,226407,15.748197488524,"whole_body__embryo_E11"
12,251,"chr1",129999906,129999930,226412,54.7085400055076,"whole_body__embryo_E11"
30,258,"chr1",133049773,133049802,16865,13.0896629449789,"whole_body__embryo_E11"
28,264,"chr1",133807065,133807111,98415,243.074277849028,"whole_body__embryo_E11"
19,265,"chr1",133807141,133807159,98415,19.1821520206802,"whole_body__embryo_E11"
4,271,"chr1",134212712,134212715,74137,14.5467858047895,"whole_body__embryo_E11"
29,272,"chr1",134373954,134373984,213464,24.518620278508,"whole_body__embryo_E11"
3,283,"chr1",136090014,136090018,53311,30.6910140121509,"whole_body__embryo_E11"
7,285,"chr1",136186581,136186587,17928,10.0641348338224,"whole_body__embryo_E11"
34,287,"chr1",136312008,136312057,72674,29.8997588646897,"whole_body__embryo_E11"
26,290,"chr1",136391216,136391241,98710,16.5867565098505,"whole_body__embryo_E11"
22,292,"chr1",136456773,136456806,75605,281.824553267011,"whole_body__embryo_E11"
22,295,"chr1",136859154,136859175,67196,14.7507142035031,"whole_body__embryo_E11"
49,296,"chr1",137043376,137043433,68724,60.3054746836945,"whole_body__embryo_E11"
9,298,"chr1",137625786,137625806,13007,111.073364286062,"whole_body__embryo_E11"
15,301,"chr1",137696015,137696042,21952,74.7970827316109,"whole_body__embryo_E11"
4,302,"chr1",137732910,137732913,21956,12.9165664155789,"whole_body__embryo_E11"
5,303,"chr1",137732961,137732969,21956,177.288858588694,"whole_body__embryo_E11"
2,316,"chr1",141351412,141351413,12316,11.4944700106386,"whole_body__embryo_E11"
24,318,"chr1",145586721,145586756,69367,48.1171559389181,"whole_body__embryo_E11"
32,319,"chr1",145624409,145624448,56207,64.7643648642442,"whole_body__embryo_E11"
43,324,"chr1",152240472,152240514,108989,32.5667682468858,"whole_body__embryo_E11"
41,325,"chr1",153191607,153191681,117198,198.375719887277,"whole_body__embryo_E11"
3,326,"chr1",153191707,153191710,117198,32.2516531617041,"whole_body__embryo_E11"
63,330,"chr1",154613728,154613811,67771,65.5105392496128,"whole_body__embryo_E11"
5,336,"chr1",155587480,155587485,19734,53.2370210684183,"whole_body__embryo_E11"
8,337,"chr1",155596592,155596599,24014,12.1190034436496,"whole_body__embryo_E11"
4,338,"chr1",155747073,155747078,14645,58.8200161602103,"whole_body__embryo_E11"
14,341,"chr1",157005870,157005901,58244,46.9566494763215,"whole_body__embryo_E11"
52,342,"chr1",157405249,157405300,72482,35.5361428213492,"whole_body__embryo_E11"
25,344,"chr1",157882841,157882887,240832,35.8528021586816,"whole_body__embryo_E11"
5,345,"chr1",157888014,157888024,240832,43.1376086904778,"whole_body__embryo_E11"
5,346,"chr1",157888045,157888049,240832,21.2445559551957,"whole_body__embryo_E11"
30,353,"chr1",161162329,161162358,26374,24.0108076848137,"whole_body__embryo_E11"
17,355,"chr1",162125373,162125398,64659,134.818135205383,"whole_body__embryo_E11"
4,360,"chr1",162965291,162965302,14455,417.873064630633,"whole_body__embryo_E11"
62,381,"chr1",167391327,167391397,70456,36.6693213549831,"whole_body__embryo_E11"
29,385,"chr1",169238861,169238890,68944,21.1125572975489,"whole_body__embryo_E11"
3,389,"chr1",171585630,171585633,19737,22.9553925458951,"whole_body__embryo_E11"
18,396,"chr1",173200458,173200482,57370,35.0214692952934,"whole_body__embryo_E11"
11,398,"chr1",173275806,173275836,18637,143.691092717338,"whole_body__embryo_E11"
62,400,"chr1",173341442,173341507,22278,69.4234741354498,"whole_body__embryo_E11"
17,403,"chr1",174056886,174056907,19298,140.230275979948,"whole_body__embryo_E11"
3,404,"chr1",174078198,174078200,98193,13.5039453065446,"whole_body__embryo_E11"
40,405,"chr1",174078249,174078300,98193,57.12524476627,"whole_body__embryo_E11"
18,407,"chr1",174306687,174306704,67556,14.4938205423376,"whole_body__embryo_E11"
8,409,"chr1",174430376,174430415,21346,138.862535847022,"whole_body__embryo_E11"
15,411,"chr1",177810912,177810935,26909,42.4240800404296,"whole_body__embryo_E11"
11,415,"chr1",180249264,180249297,66359,135.856427145583,"whole_body__embryo_E11"
5,420,"chr1",180459256,180459260,269152,10.2689828342332,"whole_body__embryo_E11"
34,423,"chr1",181598445,181598478,109232,19.7287799638393,"whole_body__embryo_E11"
19,426,"chr1",182260643,182260661,320404,13.2783889524475,"whole_body__embryo_E11"
61,427,"chr1",182499048,182499137,11545,228.199417291643,"whole_body__embryo_E11"
39,429,"chr1",182656167,182656215,170760,35.7845287283481,"whole_body__embryo_E11"
23,430,"chr1",182781275,182781297,208768,25.8993787548167,"whole_body__embryo_E11"
1,431,"chr1",182834424,182834424,69051,10.9010006313904,"whole_body__embryo_E11"
8,434,"chr1",184054910,184054944,27058,80.7705100600914,"whole_body__embryo_E11"
15,440,"chr1",187186923,187186937,107508,16.5754680243252,"whole_body__embryo_E11"
49,441,"chr1",187186962,187187014,107508,92.9614705937122,"whole_body__embryo_E11"
17,443,"chr1",189039401,189039417,67769,13.7573352456755,"whole_body__embryo_E11"
6,444,"chr1",191552153,191552158,19250,10.5888718489794,"whole_body__embryo_E11"
11,448,"chr1",192886897,192886907,381318,18.0728609842716,"whole_body__embryo_E11"
14,451,"chr1",193399641,193399654,77065,15.3995889654369,"whole_body__embryo_E11"
43,454,"chr1",193645377,193645421,18005,34.8008091483926,"whole_body__embryo_E11"
5,459,"chr1",196446015,196446021,18845,28.9331083409942,"whole_body__embryo_E11"
23,464,"chr1",4775768,4775807,27395,85.3880185354341,"whole_body__embryo_E11"
9,465,"chr1",9934181,9934204,73824,195.588962544443,"whole_body__embryo_E11"
14,467,"chr1",10027993,10028044,26754,217.520862350939,"whole_body__embryo_E11"
4,471,"chr1",13364122,13364129,17978,12.3950487072865,"whole_body__embryo_E11"
37,472,"chr1",13579903,13579976,72265,21.7690342106189,"whole_body__embryo_E11"
17,478,"chr1",16094487,16094503,19989,38.7973814698956,"whole_body__embryo_E11"
22,480,"chr1",16646945,16646971,67923,85.3169989400881,"whole_body__embryo_E11"
4,481,"chr1",16647120,16647126,67923,70.5267785861584,"whole_body__embryo_E11"
40,485,"chr1",20810300,20810360,17215,158.080147893519,"whole_body__embryo_E11"
18,492,"chr1",24012454,24012471,68002,20.889704516047,"whole_body__embryo_E11"
17,494,"chr1",24107082,24107098,68187,10.4790808956566,"whole_body__embryo_E11"
3,500,"chr1",31006600,31006602,19243,11.572163545446,"whole_body__embryo_E11"
20,501,"chr1",33726612,33726633,19076,29.3040442133555,"whole_body__embryo_E11"
18,502,"chr1",33814569,33814589,213539,22.8083578126838,"whole_body__embryo_E11"
4,505,"chr1",33871376,33871379,98403,12.9038052087095,"whole_body__embryo_E11"
25,509,"chr1",34899816,34899881,214469,295.267722792448,"whole_body__embryo_E11"
29,510,"chr1",36301117,36301145,320011,10.7466441925136,"whole_body__embryo_E11"
39,514,"chr1",36766755,36766805,226977,65.6569177515725,"whole_body__embryo_E11"
24,515,"chr1",36996456,36996479,56030,15.837894270769,"whole_body__embryo_E11"
20,517,"chr1",37486877,37486897,76178,36.6339892324723,"whole_body__embryo_E11"
27,522,"chr1",38054071,38054097,98258,12.7191242884543,"whole_body__embryo_E11"
24,523,"chr1",38684266,38684293,16764,17.6110039819797,"whole_body__embryo_E11"
9,527,"chr1",42749951,42749977,66297,94.9553647208794,"whole_body__embryo_E11"
5,533,"chr1",44159232,44159236,75623,18.4961563752144,"whole_body__embryo_E11"
32,534,"chr1",44175610,44175641,72050,10.0063773569671,"whole_body__embryo_E11"
5,535,"chr1",45559905,45559913,12832,25.8709302987596,"whole_body__embryo_E11"
29,541,"chr1",51972754,51972796,17912,71.7889699341883,"whole_body__embryo_E11"
7,543,"chr1",52290061,52290068,14660,42.0658836917133,"whole_body__embryo_E11"
47,547,"chr1",53409497,53409549,70396,95.9474874631806,"whole_body__embryo_E11"
35,550,"chr1",54495790,54495828,98488,71.6998660564278,"whole_body__embryo_E11"
17,554,"chr1",55084220,55084251,81898,263.900142951381,"whole_body__embryo_E11"
19,556,"chr1",55144668,55144721,15510,621.358286197208,"whole_body__embryo_E11"
9,557,"chr1",55144905,55144913,15510,11.6956981451477,"whole_body__embryo_E11"
4,562,"chr1",58480863,58480869,12747,39.485770386461,"whole_body__embryo_E11"
22,563,"chr1",58480893,58480914,12747,10.7399097876124,"whole_body__embryo_E11"
3,565,"chr1",58561770,58561774,18393,36.4929476264483,"whole_body__embryo_E11"
4,566,"chr1",58561796,58561799,18393,19.0161265898399,"whole_body__embryo_E11"
40,569,"chr1",59727615,59727672,22218,323.012876348013,"whole_body__embryo_E11"
5,570,"chr1",60154744,60154748,57750,15.9296976421649,"whole_body__embryo_E11"
25,573,"chr1",63223237,63223275,227197,50.7502244400777,"whole_body__embryo_E11"
16,574,"chr1",64167986,64168007,93691,11.0244939348349,"whole_body__embryo_E11"
32,580,"chr1",65225635,65225698,15926,189.740043889057,"whole_body__embryo_E11"
7,582,"chr1",66909831,66909855,11363,29.0696580658582,"whole_body__embryo_E11"
6,585,"chr1",66981918,66981929,17901,44.9743881161521,"whole_body__embryo_E11"
50,587,"chr1",66991537,66991624,17901,47.637545070911,"whole_body__embryo_E11"
45,588,"chr1",67085408,67085458,14768,21.1208831268076,"whole_body__embryo_E11"
5,594,"chr1",71699742,71699754,14268,110.190026760396,"whole_body__embryo_E11"
2,596,"chr1",72258833,72258834,381269,10.0623031673963,"whole_body__embryo_E11"
2,597,"chr1",72330830,72330834,111175,13.1381295758498,"whole_body__embryo_E11"
4,599,"chr1",72921455,72921463,16011,415.4465010292,"whole_body__embryo_E11"
52,603,"chr1",74331217,74331281,227290,206.024264169825,"whole_body__embryo_E11"
19,606,"chr1",74552383,74552401,319651,17.4797953224055,"whole_body__embryo_E11"
15,608,"chr1",74647946,74647971,57751,38.6082514930334,"whole_body__embryo_E11"
5,612,"chr1",75139242,75139246,69171,25.7047078367521,"whole_body__embryo_E11"
4,615,"chr1",75215826,75215831,22145,23.9644829217003,"whole_body__embryo_E11"
6,621,"chr1",75503022,75503027,98733,15.2142998351834,"whole_body__embryo_E11"
5,622,"chr1",77511641,77511662,13838,16.0732896335868,"whole_body__embryo_E11"
3,624,"chr1",78193689,78193691,18505,15.657121338401,"whole_body__embryo_E11"
8,625,"chr1",78485417,78485439,23874,217.397720336537,"whole_body__embryo_E11"
5,628,"chr1",79855206,79855213,20720,28.562069850702,"whole_body__embryo_E11"
28,630,"chr1",80337198,80337238,26554,41.7346629636619,"whole_body__embryo_E11"
26,639,"chr1",84835912,84835955,14897,77.6426166651348,"whole_body__embryo_E11"
15,646,"chr1",88255894,88255990,17975,2381.34894246519,"whole_body__embryo_E11"
21,648,"chr1",89905104,89905124,227334,16.3522209534859,"whole_body__embryo_E11"
78,649,"chr1",90174052,90174144,381280,58.8398695711265,"whole_body__embryo_E11"
12,651,"chr1",90598707,90598718,320982,14.6513893050464,"whole_body__embryo_E11"
10,657,"chr1",93295367,93295376,67444,12.314871587424,"whole_body__embryo_E11"
3,659,"chr1",93309795,93309799,55927,42.9913678779473,"whole_body__embryo_E11"
37,661,"chr1",94370320,94370382,67273,214.177751954209,"whole_body__embryo_E11"
19,662,"chr1",94538522,94538548,66915,242.439352105416,"whole_body__embryo_E11"
28,663,"chr1",94998418,94998451,16560,39.4095481003638,"whole_body__embryo_E11"
13,664,"chr1",95202437,95202449,69821,21.960042027249,"whole_body__embryo_E11"
6,667,"chr1",95342224,95342234,110611,184.970300177028,"whole_body__embryo_E11"
15,669,"chr1",95375376,95375395,110611,202.851116602449,"whole_body__embryo_E11"
80,670,"chr1",95532191,95532285,59041,104.431876607347,"whole_body__embryo_E11"
55,672,"chr1",95698423,95698486,21915,149.079664601187,"whole_body__embryo_E11"
29,676,"chr1",99666585,99666638,227399,30.4529681298673,"whole_body__embryo_E11"
21,684,"chr1",108693201,108693221,20479,22.906040203928,"whole_body__embryo_E11"
32,688,"chr1",120207746,120207783,22099,127.559428664831,"whole_body__embryo_E11"
2,689,"chr1",120355841,120355844,68204,34.3892954299392,"whole_body__embryo_E11"
16,690,"chr1",120949967,120949982,14633,15.7717328930999,"whole_body__embryo_E11"
39,698,"chr1",122017573,122017652,13167,585.672907062196,"whole_body__embryo_E11"
30,700,"chr1",123464477,123464524,66942,120.551170237454,"whole_body__embryo_E11"
58,702,"chr1",127332057,127332129,74117,147.807014257991,"whole_body__embryo_E11"
61,707,"chr1",130256159,130256270,17219,387.601585097468,"whole_body__embryo_E11"
3,708,"chr1",130313900,130313905,226414,34.8541701835449,"whole_body__embryo_E11"
10,709,"chr1",130313936,130313945,226414,30.925292011778,"whole_body__embryo_E11"
8,722,"chr1",134439442,134439465,21367,18.8675408935817,"whole_body__embryo_E11"
25,725,"chr1",134921915,134921945,17248,42.2207245855854,"whole_body__embryo_E11"
17,729,"chr1",135506827,135506860,20643,121.308523142778,"whole_body__embryo_E11"
17,732,"chr1",135557928,135557976,70579,222.841461308212,"whole_body__embryo_E11"
4,736,"chr1",135975692,135975697,12227,59.273385219108,"whole_body__embryo_E11"
39,737,"chr1",136258518,136258558,57439,60.9461304873113,"whole_body__embryo_E11"
37,739,"chr1",137180592,137180637,215615,51.4861051039051,"whole_body__embryo_E11"
12,740,"chr1",137210312,137210332,21854,55.7989681830188,"whole_body__embryo_E11"
49,742,"chr1",137327011,137327077,226432,54.7743590052931,"whole_body__embryo_E11"
34,747,"chr1",138242658,138242691,67886,16.3806530729819,"whole_body__embryo_E11"
5,750,"chr1",140739018,140739027,16876,62.8970249447406,"whole_body__embryo_E11"
16,751,"chr1",140753403,140753419,69549,19.3975139767575,"whole_body__embryo_E11"
32,754,"chr1",145549918,145549972,214498,69.3635565907744,"whole_body__embryo_E11"
42,755,"chr1",145624109,145624164,20822,59.6102152332916,"whole_body__embryo_E11"
3,756,"chr1",145851277,145851281,19735,32.0910617885363,"whole_body__embryo_E11"
6,762,"chr1",153347899,153347904,19821,11.2428843910748,"whole_body__embryo_E11"
9,763,"chr1",153347931,153347963,19821,117.551998642936,"whole_body__embryo_E11"
22,766,"chr1",153937408,153937429,69399,13.7413916448715,"whole_body__embryo_E11"
6,768,"chr1",154472291,154472296,19731,10.8418181152339,"whole_body__embryo_E11"
16,769,"chr1",154749775,154749790,226517,21.1501831857082,"whole_body__embryo_E11"
31,771,"chr1",155334748,155334820,13211,645.225166867687,"whole_body__embryo_E11"
9,772,"chr1",155396839,155396849,74091,11.6259163364,"whole_body__embryo_E11"
3,774,"chr1",156946761,156946763,15939,31.2458678936645,"whole_body__embryo_E11"
35,783,"chr1",158404371,158404405,20652,20.4497944392259,"whole_body__embryo_E11"
40,785,"chr1",158869690,158869742,78255,52.6507972809985,"whole_body__embryo_E11"
37,787,"chr1",162142897,162142981,12301,278.725373256793,"whole_body__embryo_E11"
27,791,"chr1",163181265,163181312,11758,110.519572459322,"whole_body__embryo_E11"
32,799,"chr1",164670613,164670683,226562,308.413841569374,"whole_body__embryo_E11"
6,811,"chr1",165243594,165243621,18933,109.525468498991,"whole_body__embryo_E11"
16,812,"chr1",165243644,165243660,18933,29.1196054621251,"whole_body__embryo_E11"
4,813,"chr1",165243798,165243802,18933,26.8005461557245,"whole_body__embryo_E11"
42,817,"chr1",165924891,165924932,381306,14.5552086832222,"whole_body__embryo_E11"
37,823,"chr1",167167031,167167069,226591,57.4241611815323,"whole_body__embryo_E11"
6,829,"chr1",167932760,167932765,18986,14.3664389251119,"whole_body__embryo_E11"
5,834,"chr1",169215187,169215194,80914,118.703312326733,"whole_body__embryo_E11"
13,835,"chr1",169215215,169215232,80914,91.9970012903131,"whole_body__embryo_E11"
19,836,"chr1",169215275,169215293,80914,13.1357610475599,"whole_body__embryo_E11"
34,837,"chr1",169323913,169323969,66447,46.0314133280941,"whole_body__embryo_E11"
4,846,"chr1",170362248,170362251,18514,22.2941795907364,"whole_body__embryo_E11"
19,847,"chr1",170362279,170362312,18514,71.663568966125,"whole_body__embryo_E11"
14,849,"chr1",171461538,171461551,66977,10.8544239629299,"whole_body__embryo_E11"
3,851,"chr1",171677771,171677774,19736,29.0594226726379,"whole_body__embryo_E11"
47,854,"chr1",172040898,172040949,18214,12.1066164658773,"whole_body__embryo_E11"
14,858,"chr1",172145526,172145540,16589,25.7481625970473,"whole_body__embryo_E11"
6,859,"chr1",172797899,172797904,226641,12.6893199255868,"whole_body__embryo_E11"
28,860,"chr1",172815539,172815566,80915,17.4265167329604,"whole_body__embryo_E11"
12,862,"chr1",173080717,173080738,66052,141.875536562653,"whole_body__embryo_E11"
3,863,"chr1",173126367,173126369,66425,11.1050767381093,"whole_body__embryo_E11"
13,864,"chr1",173152579,173152591,641376,12.4839725372369,"whole_body__embryo_E11"
16,866,"chr1",173177223,173177251,226646,215.987622142949,"whole_body__embryo_E11"
25,871,"chr1",173218068,173218094,30941,42.3670047926156,"whole_body__embryo_E11"
22,872,"chr1",173224889,173224911,66155,46.4943547239551,"whole_body__embryo_E11"
22,874,"chr1",173275746,173275779,27045,50.0275124722194,"whole_body__embryo_E11"
7,879,"chr1",173987721,173987728,18071,50.0430516652509,"whole_body__embryo_E11"
23,880,"chr1",174012815,174012844,59287,26.3043536965664,"whole_body__embryo_E11"
26,881,"chr1",174136832,174136873,18611,203.346421168593,"whole_body__embryo_E11"
4,884,"chr1",175297777,175297781,94332,15.4850097929133,"whole_body__embryo_E11"
43,886,"chr1",177555693,177555739,14194,90.5215468836815,"whole_body__embryo_E11"
35,896,"chr1",179726589,179726640,11566,111.465483892009,"whole_body__embryo_E11"
3,899,"chr1",180259315,180259320,51810,53.2530315152412,"whole_body__embryo_E11"
70,904,"chr1",180267799,180267923,51810,1676.34035791058,"whole_body__embryo_E11"
14,911,"chr1",182743680,182743712,15078,290.90460616098,"whole_body__embryo_E11"
16,914,"chr1",183074269,183074301,67459,55.6793744156639,"whole_body__embryo_E11"
37,915,"chr1",183142081,183142126,226757,60.1540838854772,"whole_body__embryo_E11"
34,917,"chr1",183772473,183772510,98386,80.2812406883032,"whole_body__embryo_E11"
47,918,"chr1",183950064,183950115,13800,128.541186491658,"whole_body__embryo_E11"
29,919,"chr1",184212875,184212925,13244,14.9114989826476,"whole_body__embryo_E11"
19,920,"chr1",184271731,184271749,67948,15.2112107644406,"whole_body__embryo_E11"
64,921,"chr1",184447588,184447651,12334,14.1597183554314,"whole_body__embryo_E11"
29,922,"chr1",184447711,184447739,12334,16.3445939243162,"whole_body__embryo_E11"
4,924,"chr1",186669723,186669728,67247,16.0505177033002,"whole_body__embryo_E11"
32,928,"chr1",187153233,187153264,381314,25.6323229356157,"whole_body__embryo_E11"
8,929,"chr1",187941139,187941146,226791,11.2800730780636,"whole_body__embryo_E11"
6,932,"chr1",188529865,188529873,21808,43.8198170966147,"whole_body__embryo_E11"
13,933,"chr1",188573195,188573214,67223,72.2871858430042,"whole_body__embryo_E11"
4,934,"chr1",190831715,190831726,226823,35.3744907328651,"whole_body__embryo_E11"
7,936,"chr1",191511958,191511972,108000,79.1988245403905,"whole_body__embryo_E11"
23,937,"chr1",191746161,191746183,226830,22.2913804461176,"whole_body__embryo_E11"
22,941,"chr1",192803081,192803103,226841,34.0800026111015,"whole_body__embryo_E11"
20,948,"chr1",193141971,193142000,66208,48.9517077519648,"whole_body__embryo_E11"
4,951,"chr1",193399387,193399400,76843,32.0473028370601,"whole_body__embryo_E11"
23,955,"chr1",194956409,194956438,215193,19.4480520495269,"whole_body__embryo_E11"
27,962,"chr10",4541107,4541141,67141,59.3524815273931,"whole_body__embryo_E11"
31,964,"chr10",7387310,7387345,69912,53.0573365560114,"whole_body__embryo_E11"
13,965,"chr10",7401001,7401018,16798,36.9163265078016,"whole_body__embryo_E11"
5,966,"chr10",7445802,7445806,23924,21.8873384664402,"whole_body__embryo_E11"
19,968,"chr10",7512708,7512726,67418,21.6975426346576,"whole_body__embryo_E11"
20,969,"chr10",10869285,10869304,268281,11.065294943891,"whole_body__embryo_E11"
33,973,"chr10",12728235,12728323,66125,173.211013526704,"whole_body__embryo_E11"
8,975,"chr10",12810635,12810645,22634,204.796411139328,"whole_body__embryo_E11"
7,981,"chr10",17443025,17443035,17684,225.740734028753,"whole_body__embryo_E11"
2,989,"chr10",19076366,19076367,94222,12.3883893819879,"whole_body__embryo_E11"
