"interquantile_width","cluster","seqnames","start","end","GENEID","tpm","sample"
12,80,"chr1",36748377,36748398,12859,1325.70231963408,"merged_samples"
16,81,"chr1",37356736,37356763,269180,119.882864244326,"merged_samples"
27,83,"chr1",37487016,37487062,67387,175.290313835692,"merged_samples"
8,86,"chr1",37947354,37947382,107734,334.96036499057,"merged_samples"
43,88,"chr1",38054940,38055006,226982,750.70487476148,"merged_samples"
27,94,"chr1",39044617,39044667,68833,387.5666713082,"merged_samples"
15,97,"chr1",39424756,39424772,114641,100.10022378267,"merged_samples"
63,98,"chr1",39592602,39592677,52846,202.36676282907,"merged_samples"
48,99,"chr1",39957734,39957803,26921,973.996424578977,"merged_samples"
4,101,"chr1",40323489,40323492,16177,11.8368226264107,"merged_samples"
42,104,"chr1",40862453,40862494,381339,37.678945831082,"merged_samples"
19,111,"chr1",42908099,42908135,69527,381.686078884392,"merged_samples"
35,114,"chr1",43155563,43155600,98404,114.536321391266,"merged_samples"
34,115,"chr1",43502615,43502650,17974,54.9384911728823,"merged_samples"
37,117,"chr1",43787674,43787710,78896,41.1679939021919,"merged_samples"
63,119,"chr1",43990829,43990923,22019,652.332600565529,"merged_samples"
2,120,"chr1",44175843,44175844,246229,13.2924820074556,"merged_samples"
42,122,"chr1",44204741,44204792,22592,134.799599586002,"merged_samples"
3,124,"chr1",44608409,44608411,70676,20.7048561883441,"merged_samples"
37,125,"chr1",44608502,44608544,70676,134.798382377985,"merged_samples"
4,126,"chr1",45368430,45368563,12825,8488.85666339061,"merged_samples"
17,129,"chr1",45852336,45852372,73674,393.710337526084,"merged_samples"
18,130,"chr1",50984363,50984382,56363,118.573731536284,"merged_samples"
21,131,"chr1",51345956,51345981,20324,97.028126368,"merged_samples"
49,132,"chr1",51346095,51346163,20324,296.77755959815,"merged_samples"
17,133,"chr1",52176321,52176337,20846,35.1800049088193,"merged_samples"
11,135,"chr1",52901882,52901902,227095,285.308674315445,"merged_samples"
4,136,"chr1",52901930,52901933,227095,11.324367421922,"merged_samples"
2,138,"chr1",53118484,53118485,17700,32.5582788382255,"merged_samples"
8,140,"chr1",53353953,53353963,227102,108.881418639631,"merged_samples"
20,141,"chr1",53370488,53370521,72085,79.2673037360584,"merged_samples"
22,142,"chr1",55109682,55109718,67876,106.535114259206,"merged_samples"
10,143,"chr1",55144979,55144988,15528,21.2336747280722,"merged_samples"
34,144,"chr1",55145132,55145210,15528,4657.9679272502,"merged_samples"
33,145,"chr1",55188085,55188142,19070,632.292586930798,"merged_samples"
33,146,"chr1",55294062,55294094,212679,24.7311199952416,"merged_samples"
5,147,"chr1",55462761,55462765,227120,10.9387276367577,"merged_samples"
3,148,"chr1",55462788,55462790,227120,11.3375088122124,"merged_samples"
32,151,"chr1",57434467,57434498,73467,23.5498271080753,"merged_samples"
15,152,"chr1",57463579,57463613,68115,221.242033385351,"merged_samples"
58,155,"chr1",57831692,57831794,67198,169.604173393141,"merged_samples"
44,157,"chr1",58052834,58052895,68549,176.118464389602,"merged_samples"
4,158,"chr1",58170018,58170022,71724,43.7724112560451,"merged_samples"
2,159,"chr1",58267294,58267295,71872,25.0362589269879,"merged_samples"
17,161,"chr1",58449953,58449996,66882,1679.27749664528,"merged_samples"
3,167,"chr1",58643232,58643234,66495,10.9373838326783,"merged_samples"
18,168,"chr1",58643437,58643465,66495,633.785572336096,"merged_samples"
5,169,"chr1",58768350,58768354,12633,13.3587369113894,"merged_samples"
31,170,"chr1",58770106,58770146,12633,49.7990274249313,"merged_samples"
34,171,"chr1",58852238,58852283,12370,48.1300314750504,"merged_samples"
23,173,"chr1",59030393,59030421,227154,104.49773932236,"merged_samples"
9,174,"chr1",59030444,59030452,227154,25.0662465956807,"merged_samples"
32,175,"chr1",59030485,59030516,227154,29.0042447210054,"merged_samples"
4,177,"chr1",59538941,59538944,14369,19.6004184302968,"merged_samples"
20,178,"chr1",59538967,59539005,14369,261.542189105027,"merged_samples"
34,179,"chr1",59741798,59741864,55989,1297.53126654533,"merged_samples"
37,184,"chr1",59969822,59969866,72750,318.323803517916,"merged_samples"
11,187,"chr1",60155108,60155119,241066,62.8551793999989,"merged_samples"
37,188,"chr1",60237421,60237457,269198,36.0475948845047,"merged_samples"
25,190,"chr1",60400159,60400186,77951,73.9253877465486,"merged_samples"
35,191,"chr1",60466395,60466429,329165,40.7988087765153,"merged_samples"
23,192,"chr1",60466463,60466485,329165,46.1586009897387,"merged_samples"
56,193,"chr1",60466511,60466587,329165,272.381856333157,"merged_samples"
8,194,"chr1",60466628,60466635,329165,19.9764338840282,"merged_samples"
1,198,"chr1",61685408,61685408,72823,15.3537126836576,"merged_samples"
8,202,"chr1",62749912,62749919,18187,37.980362963509,"merged_samples"
6,203,"chr1",62749961,62749969,18187,302.92759773687,"merged_samples"
19,204,"chr1",62750006,62750028,18187,51.8588543132266,"merged_samples"
58,207,"chr1",63223408,63223472,55949,93.2800731594164,"merged_samples"
33,209,"chr1",63319756,63319799,73884,41.250922617161,"merged_samples"
3,210,"chr1",63319832,63319847,73884,229.834437487526,"merged_samples"
27,214,"chr1",63777193,63777226,75619,175.00986495217,"merged_samples"
41,216,"chr1",64579361,64579446,12912,577.806197763985,"merged_samples"
30,217,"chr1",64579470,64579499,12912,21.1114822114292,"merged_samples"
22,218,"chr1",64579543,64579564,12912,23.5845112005789,"merged_samples"
31,221,"chr1",65233243,65233290,18711,207.135894080981,"merged_samples"
3,222,"chr1",65973094,65973096,12969,34.1695534536989,"merged_samples"
17,225,"chr1",66221852,66221914,17756,769.852463017518,"merged_samples"
42,226,"chr1",66368386,66368430,17756,124.026767970564,"merged_samples"
4,227,"chr1",66368572,66368577,17756,53.747846599835,"merged_samples"
28,228,"chr1",66368602,66368629,17756,39.6655894920591,"merged_samples"
33,229,"chr1",66433497,66433529,17756,29.3989326406834,"merged_samples"
14,230,"chr1",66433555,66433568,17756,15.2627323199878,"merged_samples"
22,231,"chr1",66747402,66747475,66646,328.377025733191,"merged_samples"
5,234,"chr1",67169596,67169606,227231,512.717121880491,"merged_samples"
51,235,"chr1",71603725,71603809,108147,607.83884083855,"merged_samples"
2,239,"chr1",72330969,72330970,271711,17.7131936304129,"merged_samples"
41,240,"chr1",72353999,72354041,22596,97.2833467252356,"merged_samples"
10,242,"chr1",72354096,72354107,22596,100.07276249118,"merged_samples"
9,243,"chr1",72629815,72629858,54380,229.293070106979,"merged_samples"
23,245,"chr1",72757839,72757864,19981,288.242534686663,"merged_samples"
33,247,"chr1",72871061,72871146,16008,691.338858716026,"merged_samples"
81,248,"chr1",74283059,74283197,76709,817.946150743799,"merged_samples"
9,250,"chr1",74331627,74331641,56695,293.811949053012,"merged_samples"
29,251,"chr1",74379233,74379261,56695,91.0791669872456,"merged_samples"
64,253,"chr1",74437999,74438064,227292,80.602588710591,"merged_samples"
22,254,"chr1",74438142,74438163,227292,25.605728158088,"merged_samples"
44,255,"chr1",74438219,74438283,227292,310.726072532509,"merged_samples"
12,257,"chr1",74438387,74438398,227292,22.353842447201,"merged_samples"
14,258,"chr1",74438426,74438439,227292,19.1427503034239,"merged_samples"
5,259,"chr1",74455962,74455968,22349,74.075608393846,"merged_samples"
38,260,"chr1",74552607,74552690,58184,281.979516003533,"merged_samples"
3,263,"chr1",74634890,74634892,66821,10.1727545746715,"merged_samples"
9,264,"chr1",74634931,74634951,66821,64.823848535971,"merged_samples"
23,265,"chr1",74648033,74648065,269209,46.5298100318435,"merged_samples"
27,267,"chr1",74708294,74708358,67534,149.585854480231,"merged_samples"
3,268,"chr1",74760134,74760136,104086,23.9009400741888,"merged_samples"
4,269,"chr1",74818471,74818474,22420,17.159302270773,"merged_samples"
5,270,"chr1",74818495,74818499,22420,14.8867168662564,"merged_samples"
16,271,"chr1",74901490,74901534,12570,157.217722570083,"merged_samples"
9,272,"chr1",75139303,75139311,227298,16.0398400881273,"merged_samples"
8,273,"chr1",75139342,75139365,227298,224.878154992038,"merged_samples"
27,275,"chr1",75165211,75165247,68818,50.606890249346,"merged_samples"
65,277,"chr1",75188724,75188788,52231,38.3632682132407,"merged_samples"
29,278,"chr1",75207410,75207463,20872,499.529138217735,"merged_samples"
42,280,"chr1",75233019,75233090,56812,190.567235372642,"merged_samples"
15,281,"chr1",75356886,75356956,13346,2139.06196589061,"merged_samples"
6,283,"chr1",75378709,75378714,11790,33.5516910136758,"merged_samples"
28,287,"chr1",75432518,75432583,69080,291.860147353818,"merged_samples"
2,288,"chr1",75447084,75447085,241118,12.0991640511081,"merged_samples"
25,291,"chr1",75518114,75518138,71728,30.8904200982363,"merged_samples"
13,292,"chr1",75518160,75518172,71728,14.1401625027195,"merged_samples"
4,301,"chr1",78654436,78654469,195434,1041.87365157609,"merged_samples"
4,301,"chr1",78654436,78654469,74205,1041.87365157609,"merged_samples"
2,302,"chr1",78813486,78813487,57814,27.095040469639,"merged_samples"
22,303,"chr1",79772678,79772705,69163,222.284939519818,"merged_samples"
23,305,"chr1",82313166,82313188,76867,28.8702111870989,"merged_samples"
23,306,"chr1",82721457,82721542,75734,695.532927996843,"merged_samples"
28,307,"chr1",82836029,82836088,15463,550.459935493911,"merged_samples"
16,310,"chr1",84836414,84836440,66153,70.2493393648389,"merged_samples"
53,312,"chr1",87689992,87690087,12283,401.478827471219,"merged_samples"
38,313,"chr1",87791119,87791197,64294,425.435317645994,"merged_samples"
6,314,"chr1",87942519,87942524,72792,10.1843150419332,"merged_samples"
37,315,"chr1",87961203,87961274,70247,745.157386494606,"merged_samples"
30,316,"chr1",88051355,88051386,78795,46.6900805429974,"merged_samples"
9,320,"chr1",88423288,88423296,19231,26.742248227801,"merged_samples"
17,321,"chr1",88483705,88483726,26895,322.268763568344,"merged_samples"
26,322,"chr1",88600369,88600406,208718,184.408106819111,"merged_samples"
6,323,"chr1",89087205,89087210,11447,12.1446243448339,"merged_samples"
3,324,"chr1",89102382,89102387,11449,56.3800332732169,"merged_samples"
44,325,"chr1",89110489,89110578,26987,887.575059296734,"merged_samples"
17,328,"chr1",89223577,89223645,227331,487.648435226315,"merged_samples"
8,330,"chr1",89366839,89366851,73234,64.8390708507075,"merged_samples"
13,331,"chr1",89366889,89366901,73234,23.5251118913411,"merged_samples"
34,332,"chr1",89516918,89516951,16331,35.2134330909013,"merged_samples"
26,334,"chr1",89652628,89652663,77040,69.2078726143429,"merged_samples"
13,335,"chr1",89749846,89749865,227333,100.237972207001,"merged_samples"
14,337,"chr1",89991637,89991650,394432,14.028082125717,"merged_samples"
5,338,"chr1",90108539,90108544,394436,63.9088043733638,"merged_samples"
14,340,"chr1",90303608,90303621,75396,19.1527923661587,"merged_samples"
5,342,"chr1",90303668,90303672,75396,28.9818664691248,"merged_samples"
37,343,"chr1",90966987,90967034,98402,232.503802695818,"merged_samples"
2,344,"chr1",90967055,90967056,98402,10.5627121830264,"merged_samples"
1,345,"chr1",91351366,91351366,347722,18.6016416279787,"merged_samples"
22,346,"chr1",91351390,91351418,347722,55.4444153826253,"merged_samples"
6,351,"chr1",92100573,92100583,12778,656.095192586467,"merged_samples"
30,352,"chr1",92500027,92500094,108679,661.199013562784,"merged_samples"
40,353,"chr1",92895312,92895368,16978,189.228437908864,"merged_samples"
13,354,"chr1",92950031,92950043,16978,27.0482134734631,"merged_samples"
11,356,"chr1",93076616,93076626,51801,30.8898268369549,"merged_samples"
64,357,"chr1",93146879,93146949,67921,77.1134700648434,"merged_samples"
20,358,"chr1",93194922,93194941,50880,28.5712606124913,"merged_samples"
8,359,"chr1",93247636,93247643,70788,12.116606428856,"merged_samples"
11,360,"chr1",93391235,93391246,74019,42.159550184669,"merged_samples"
46,361,"chr1",93437274,93437319,65247,23.1539474042616,"merged_samples"
44,362,"chr1",93698036,93698080,13345,124.404123663356,"merged_samples"
2,363,"chr1",93698101,93698102,13345,18.1158192842397,"merged_samples"
9,365,"chr1",94728198,94728206,14733,34.1048970996891,"merged_samples"
38,366,"chr1",94728249,94728298,14733,94.6529083906051,"merged_samples"
53,370,"chr1",94803555,94803607,67446,39.9954357743344,"merged_samples"
14,373,"chr1",94807388,94807405,108657,145.518122024696,"merged_samples"
1,375,"chr1",95031895,95031895,11611,12.9397886550396,"merged_samples"
6,376,"chr1",95132413,95132419,208777,187.01961940289,"merged_samples"
19,378,"chr1",95240205,95240235,66385,211.809317262271,"merged_samples"
48,379,"chr1",95375559,95375670,18000,1271.26668905806,"merged_samples"
10,380,"chr1",95375791,95375800,18000,21.5988520949022,"merged_samples"
9,383,"chr1",95408681,95408689,227377,33.7286120478735,"merged_samples"
35,386,"chr1",95651482,95651518,66615,36.4837729584776,"merged_samples"
36,387,"chr1",95651563,95651601,66615,144.994514484342,"merged_samples"
14,389,"chr1",95700552,95700565,66262,26.1398597982482,"merged_samples"
6,390,"chr1",95721817,95721822,98314,26.4527845282452,"merged_samples"
9,393,"chr1",97210232,97210240,67698,12.0942325459904,"merged_samples"
11,394,"chr1",97210261,97210271,67698,31.3372565006187,"merged_samples"
11,397,"chr1",99666746,99666771,252876,53.0543411369431,"merged_samples"
33,399,"chr1",107560437,107560492,227446,272.599050928361,"merged_samples"
18,401,"chr1",107886999,107887016,227449,26.3074782427397,"merged_samples"
41,402,"chr1",108757728,108757771,20724,200.892728080801,"merged_samples"
11,403,"chr1",108831026,108831036,71869,18.7581999046837,"merged_samples"
4,405,"chr1",108835531,108835535,71869,98.6409127472724,"merged_samples"
1,406,"chr1",109258890,109258890,66957,17.7867901599112,"merged_samples"
2,407,"chr1",109319265,109319266,116872,19.1238468988441,"merged_samples"
3,408,"chr1",109407999,109408003,18788,37.9334657453634,"merged_samples"
18,409,"chr1",109425601,109425618,241197,15.3072236186941,"merged_samples"
31,413,"chr1",120218411,120218454,67949,324.243937146146,"merged_samples"
27,416,"chr1",121422720,121422751,226351,58.5324876612126,"merged_samples"
1,418,"chr1",122498961,122498961,13798,11.3426887891864,"merged_samples"
22,419,"chr1",123327639,123327680,70829,96.5380650406917,"merged_samples"
29,420,"chr1",127457613,127457641,74150,25.8610562625297,"merged_samples"
14,421,"chr1",129101572,129101613,107895,67.8304108315825,"merged_samples"
17,422,"chr1",129670773,129670802,72949,174.562755308928,"merged_samples"
6,424,"chr1",129765353,129765379,226407,172.460249241826,"merged_samples"
23,426,"chr1",129999880,129999931,226412,331.918725354904,"merged_samples"
2,427,"chr1",130068231,130068232,226412,14.5141175751004,"merged_samples"
22,428,"chr1",130140705,130140736,67812,112.911087399683,"merged_samples"
40,431,"chr1",130140846,130140897,67812,130.957987456911,"merged_samples"
1,434,"chr1",131170040,131170040,210417,10.1521140357248,"merged_samples"
13,437,"chr1",132614102,132614128,226418,70.9337447221557,"merged_samples"
1,438,"chr1",132628547,132628547,212439,10.1521140357248,"merged_samples"
17,439,"chr1",132628688,132628704,212439,11.7175667873147,"merged_samples"
55,440,"chr1",133049758,133049835,16865,181.612095546159,"merged_samples"
10,442,"chr1",133535034,133535044,13034,55.9625564428198,"merged_samples"
5,444,"chr1",133724586,133724590,98396,63.446726454749,"merged_samples"
1,445,"chr1",133724617,133724617,98396,17.7867901599112,"merged_samples"
32,448,"chr1",133807045,133807111,98415,971.229976485305,"merged_samples"
5,449,"chr1",133807140,133807159,98415,88.6582782730503,"merged_samples"
5,450,"chr1",133807264,133807268,98415,22.7166125299542,"merged_samples"
2,454,"chr1",133859571,133859572,212980,20.0819730310989,"merged_samples"
8,456,"chr1",133904190,133904197,13714,29.7933349230223,"merged_samples"
4,461,"chr1",134212702,134212715,74137,59.0053044748574,"merged_samples"
26,462,"chr1",134314146,134314174,213452,37.2564283561421,"merged_samples"
31,463,"chr1",134373944,134373993,213464,185.417520280276,"merged_samples"
28,465,"chr1",134942587,134942617,240752,44.1641179114826,"merged_samples"
70,470,"chr1",135027851,135027954,108954,234.193503420957,"merged_samples"
3,475,"chr1",135247250,135247254,19702,49.7070450934355,"merged_samples"
73,477,"chr1",135934038,135934124,14264,700.542848627065,"merged_samples"
4,479,"chr1",136079041,136079044,12654,53.4605036984433,"merged_samples"
3,481,"chr1",136090013,136090022,53311,848.464640589916,"merged_samples"
3,482,"chr1",136186548,136186550,17928,23.0256518845341,"merged_samples"
7,483,"chr1",136186579,136186604,17928,229.143414571256,"merged_samples"
4,484,"chr1",136302567,136302575,72017,66.420463219164,"merged_samples"
56,485,"chr1",136311952,136312076,72674,394.145907430434,"merged_samples"
6,487,"chr1",136312350,136312357,72674,50.0021966923583,"merged_samples"
27,489,"chr1",136352092,136352136,240756,87.5249178909981,"merged_samples"
29,490,"chr1",136391211,136391249,98710,200.953965897771,"merged_samples"
32,492,"chr1",136456725,136456810,75605,1410.84696088973,"merged_samples"
23,495,"chr1",136859154,136859190,67196,90.3076016135275,"merged_samples"
14,496,"chr1",137029288,137029301,320139,10.5627121830264,"merged_samples"
52,498,"chr1",137043365,137043440,68724,738.760376060495,"merged_samples"
10,502,"chr1",137625767,137625822,13007,1617.35581348779,"merged_samples"
36,505,"chr1",137662696,137662746,27280,99.039906853788,"merged_samples"
16,506,"chr1",137695984,137696072,21952,1244.15772432216,"merged_samples"
6,512,"chr1",137732909,137732988,21956,2549.51338561466,"merged_samples"
23,513,"chr1",137914585,137914614,66241,121.825359262993,"merged_samples"
11,515,"chr1",137949388,137949398,12292,12.4821960453215,"merged_samples"
10,516,"chr1",138027967,138027976,16565,21.5603090822908,"merged_samples"
47,517,"chr1",138028000,138028066,16565,194.449942941816,"merged_samples"
22,519,"chr1",138311872,138311893,67997,21.8350491678398,"merged_samples"
1,521,"chr1",138521516,138521516,226442,16.5680219108175,"merged_samples"
22,522,"chr1",138521544,138521565,226442,33.3328237320112,"merged_samples"
40,526,"chr1",141318786,141318831,226470,62.0896621664103,"merged_samples"
43,527,"chr1",141351338,141351383,12316,73.317735965141,"merged_samples"
3,528,"chr1",141351411,141351433,12316,56.1733376656965,"merged_samples"
16,531,"chr1",145487858,145487873,26878,25.5228539214995,"merged_samples"
25,532,"chr1",145586715,145586756,69367,384.247216770246,"merged_samples"
39,533,"chr1",145624399,145624469,56207,427.328651781668,"merged_samples"
38,535,"chr1",152239930,152239970,108989,135.162734274554,"merged_samples"
88,536,"chr1",152240390,152240536,108989,332.256283471394,"merged_samples"
63,540,"chr1",153191607,153191710,117198,1315.70029558101,"merged_samples"
31,542,"chr1",153275758,153275798,98685,56.3213368561697,"merged_samples"
5,543,"chr1",153275824,153275828,98685,11.752652963236,"merged_samples"
14,545,"chr1",153418576,153418596,63913,136.007058591077,"merged_samples"
27,547,"chr1",153602481,153602507,66967,32.0454977093835,"merged_samples"
72,550,"chr1",154613726,154613834,67771,777.265647074218,"merged_samples"
27,552,"chr1",154802108,154802135,226518,100.369238444922,"merged_samples"
13,553,"chr1",154802157,154802170,226518,55.1244985246536,"merged_samples"
3,556,"chr1",155500297,155500299,67792,14.0367063469366,"merged_samples"
5,557,"chr1",155587479,155587486,19734,307.246182304267,"merged_samples"
10,559,"chr1",155596585,155596599,24014,73.2457101014446,"merged_samples"
5,561,"chr1",155747071,155747078,14645,464.914944699256,"merged_samples"
4,564,"chr1",157005823,157005826,58244,18.3665114067763,"merged_samples"
21,565,"chr1",157005860,157005901,58244,259.595754873022,"merged_samples"
50,566,"chr1",157405249,157405343,72482,262.170406131126,"merged_samples"
2,567,"chr1",157405468,157405469,72482,17.7131936304129,"merged_samples"
33,569,"chr1",157882841,157882888,240832,280.423745141857,"merged_samples"
29,570,"chr1",157888011,157888049,240832,448.765240471618,"merged_samples"
31,574,"chr1",158488894,158488933,11352,57.1541355590255,"merged_samples"
44,575,"chr1",158769055,158769103,72713,196.007531988156,"merged_samples"
8,577,"chr1",159388702,159388713,226527,56.8237440391009,"merged_samples"
48,580,"chr1",160292478,160292532,11899,45.4039013306096,"merged_samples"
18,582,"chr1",160292666,160292683,11899,16.076657646466,"merged_samples"
36,583,"chr1",161162299,161162358,26374,269.925724302111,"merged_samples"
10,585,"chr1",161162436,161162445,26374,46.5241271992236,"merged_samples"
17,588,"chr1",162125356,162125398,64659,985.822779977272,"merged_samples"
32,590,"chr1",162836541,162836573,381305,94.6851198388169,"merged_samples"
4,594,"chr1",162965290,162965303,14455,4064.16109402741,"merged_samples"
48,596,"chr1",163001074,163001132,70454,94.9646306523543,"merged_samples"
40,598,"chr1",163899317,163899359,67292,94.7161104745073,"merged_samples"
3,600,"chr1",164147794,164147796,474332,30.532916818347,"merged_samples"
26,605,"chr1",164500749,164500776,53330,87.907047663662,"merged_samples"
31,606,"chr1",164500824,164500880,53330,138.059903985855,"merged_samples"
55,609,"chr1",165709777,165709858,16579,184.115285236171,"merged_samples"
26,614,"chr1",165860174,165860199,240880,36.8030778302052,"merged_samples"
19,615,"chr1",165925012,165925030,69962,22.3121189489132,"merged_samples"
12,617,"chr1",166081958,166081969,14067,10.9387276367577,"merged_samples"
8,619,"chr1",166179199,166179206,116914,18.7842871784354,"merged_samples"
9,622,"chr1",166205744,166205752,74895,15.9877457625234,"merged_samples"
14,626,"chr1",166726834,166726847,56429,25.5793919055371,"merged_samples"
57,627,"chr1",167391319,167391417,70456,521.003279522675,"merged_samples"
11,629,"chr1",167391462,167391472,70456,14.5185596438127,"merged_samples"
16,630,"chr1",167693890,167693910,433375,278.447570058184,"merged_samples"
37,632,"chr1",168309413,168309480,27878,101.287579689697,"merged_samples"
12,633,"chr1",168309506,168309517,27878,22.6725164601247,"merged_samples"
47,636,"chr1",169238855,169238933,68944,441.4651133807,"merged_samples"
41,637,"chr1",169280122,169280162,56752,38.8267873550916,"merged_samples"
36,639,"chr1",169280321,169280379,56752,202.193059233304,"merged_samples"
1,640,"chr1",169528740,169528740,20183,11.3426887891864,"merged_samples"
3,644,"chr1",171585630,171585640,19737,313.840310631001,"merged_samples"
19,649,"chr1",172574663,172574695,320078,77.5503263989583,"merged_samples"
3,651,"chr1",173085649,173085653,17528,90.0163222922033,"merged_samples"
6,652,"chr1",173155210,173155227,11807,1568.25376609765,"merged_samples"
23,654,"chr1",173200458,173200484,57370,375.478550370242,"merged_samples"
6,657,"chr1",173259520,173259525,21945,23.8257102304039,"merged_samples"
12,660,"chr1",173275803,173275842,18637,633.908332926613,"merged_samples"
4,662,"chr1",173300526,173300529,71740,20.7946021489307,"merged_samples"
60,663,"chr1",173341438,173341509,22278,476.634498925067,"merged_samples"
11,664,"chr1",173367689,173367710,16456,132.243484087708,"merged_samples"
18,672,"chr1",174056875,174056908,19298,844.778526043426,"merged_samples"
101,674,"chr1",174078195,174078303,98193,636.012133393137,"merged_samples"
15,675,"chr1",174242516,174242537,140559,115.274015574345,"merged_samples"
29,676,"chr1",174306674,174306722,67556,188.916249769,"merged_samples"
6,678,"chr1",174412349,174412356,93842,75.1045006366635,"merged_samples"
8,679,"chr1",174430361,174430429,21346,2598.69249142648,"merged_samples"
4,680,"chr1",174628183,174628189,12944,132.163390577089,"merged_samples"
22,684,"chr1",176102947,176102968,20739,25.0181484763754,"merged_samples"
14,687,"chr1",177810912,177810935,26909,138.654113548883,"merged_samples"
30,688,"chr1",178744996,178745036,76816,86.5597364693747,"merged_samples"
15,689,"chr1",179372453,179372473,30928,61.5578964437643,"merged_samples"
5,690,"chr1",179374790,179374795,30928,83.7944205220501,"merged_samples"
6,691,"chr1",179374821,179374826,30928,10.9591116711192,"merged_samples"
12,696,"chr1",180249261,180249298,66359,1022.1618500486,"merged_samples"
5,706,"chr1",180459255,180459260,269152,76.6561201404653,"merged_samples"
3,709,"chr1",181476550,181476552,226744,12.0942325459904,"merged_samples"
4,711,"chr1",181476638,181476641,226744,28.9818664691248,"merged_samples"
32,713,"chr1",181598339,181598391,109232,106.991235399141,"merged_samples"
34,714,"chr1",181598440,181598480,109232,239.23084346835,"merged_samples"
27,717,"chr1",182260607,182260662,320404,206.31572595125,"merged_samples"
59,719,"chr1",182499045,182499137,11545,903.653601609142,"merged_samples"
13,720,"chr1",182571472,182571486,72568,54.4005284490364,"merged_samples"
43,721,"chr1",182656156,182656230,170760,429.105406706593,"merged_samples"
23,723,"chr1",182781256,182781298,208768,241.507051422787,"merged_samples"
46,724,"chr1",182834415,182834469,69051,222.354385496306,"merged_samples"
