"interquantile_width","cluster","seqnames","start","end","GENEID","tpm","sample"
43,61,"chr1",34906787,34906849,226971,169.537287229072,"adrenal_gland__adult"
6,62,"chr1",36125222,36125231,50785,104.691146717145,"adrenal_gland__adult"
20,66,"chr1",36568721,36568740,94218,23.8437754214187,"adrenal_gland__adult"
12,68,"chr1",36748357,36748398,12859,140.229271649061,"adrenal_gland__adult"
22,69,"chr1",37356738,37356768,269180,27.5220931362187,"adrenal_gland__adult"
27,71,"chr1",37487016,37487052,67387,32.4891849834425,"adrenal_gland__adult"
8,72,"chr1",37947370,37947382,107734,36.5453693195025,"adrenal_gland__adult"
22,73,"chr1",38054948,38054990,226982,67.2256127403025,"adrenal_gland__adult"
4,74,"chr1",39044659,39044662,68833,25.0766065539686,"adrenal_gland__adult"
34,77,"chr1",39592603,39592636,52846,19.2690563900817,"adrenal_gland__adult"
39,78,"chr1",39957742,39957797,26921,62.7527425909237,"adrenal_gland__adult"
18,85,"chr1",42908110,42908135,69527,80.9919397824225,"adrenal_gland__adult"
39,90,"chr1",43787638,43787715,78896,524.325560655048,"adrenal_gland__adult"
45,91,"chr1",43990830,43990916,22019,84.2647139905556,"adrenal_gland__adult"
13,92,"chr1",44204741,44204765,22592,11.5590034740839,"adrenal_gland__adult"
36,93,"chr1",44608503,44608543,70676,18.9250689142857,"adrenal_gland__adult"
6,95,"chr1",45368451,45368482,12825,55.4896682860779,"adrenal_gland__adult"
11,97,"chr1",45852339,45852355,73674,54.9000325936173,"adrenal_gland__adult"
18,99,"chr1",50984346,50984382,56363,30.395464319707,"adrenal_gland__adult"
19,100,"chr1",51345956,51345981,20324,14.5300866724504,"adrenal_gland__adult"
53,101,"chr1",51346094,51346179,20324,76.1608425258653,"adrenal_gland__adult"
6,104,"chr1",52176327,52176340,20846,139.903784194008,"adrenal_gland__adult"
45,105,"chr1",52176384,52176434,20846,18.5871610918713,"adrenal_gland__adult"
43,107,"chr1",52901879,52901967,227095,117.671232458145,"adrenal_gland__adult"
6,108,"chr1",53353955,53353960,227102,32.2904781381597,"adrenal_gland__adult"
20,109,"chr1",53370488,53370508,72085,21.8203151597597,"adrenal_gland__adult"
24,110,"chr1",55109682,55109721,67876,116.589320957256,"adrenal_gland__adult"
35,112,"chr1",55145154,55145208,15528,651.346843765166,"adrenal_gland__adult"
6,113,"chr1",55187944,55187949,19070,21.4518140464079,"adrenal_gland__adult"
22,114,"chr1",55188104,55188144,19070,206.578718593104,"adrenal_gland__adult"
5,115,"chr1",55188166,55188170,19070,25.2722037668412,"adrenal_gland__adult"
16,120,"chr1",57463579,57463612,68115,30.2301435797776,"adrenal_gland__adult"
31,122,"chr1",58086805,58086837,11761,31.8725041302546,"adrenal_gland__adult"
4,123,"chr1",58170019,58170022,71724,20.6248706132795,"adrenal_gland__adult"
19,124,"chr1",58449955,58449996,66882,141.828596612626,"adrenal_gland__adult"
18,128,"chr1",58643439,58643464,66495,92.436551024893,"adrenal_gland__adult"
14,132,"chr1",58770130,58770153,12633,36.5482960327097,"adrenal_gland__adult"
27,133,"chr1",58852257,58852283,12370,12.8872594158581,"adrenal_gland__adult"
17,137,"chr1",59538970,59539005,14369,23.6920089064724,"adrenal_gland__adult"
17,138,"chr1",59741809,59741854,55989,69.2831475606704,"adrenal_gland__adult"
6,146,"chr1",59969822,59969827,72750,13.4336846013188,"adrenal_gland__adult"
9,147,"chr1",59969849,59969866,72750,61.9168360870363,"adrenal_gland__adult"
31,149,"chr1",60237423,60237457,269198,24.0235370631102,"adrenal_gland__adult"
28,151,"chr1",60400159,60400186,77951,25.4736562381627,"adrenal_gland__adult"
43,154,"chr1",60466513,60466573,329165,30.171878734062,"adrenal_gland__adult"
8,159,"chr1",62749912,62749919,18187,12.8938713662281,"adrenal_gland__adult"
4,160,"chr1",62749961,62749968,18187,32.3843833122807,"adrenal_gland__adult"
1,163,"chr1",63319843,63319843,73884,11.7630811477389,"adrenal_gland__adult"
41,165,"chr1",63492455,63492509,23792,19.7349183726643,"adrenal_gland__adult"
28,167,"chr1",63777199,63777226,75619,29.0257339012238,"adrenal_gland__adult"
40,168,"chr1",64579383,64579422,12912,45.8801021958304,"adrenal_gland__adult"
22,173,"chr1",65233256,65233287,18711,44.782972872447,"adrenal_gland__adult"
15,174,"chr1",66221869,66221893,17756,24.0490989097504,"adrenal_gland__adult"
20,185,"chr1",66747442,66747467,66646,61.1079332152247,"adrenal_gland__adult"
5,186,"chr1",67169599,67169603,227231,31.7686099125268,"adrenal_gland__adult"
51,187,"chr1",71603734,71603809,108147,72.3948459911376,"adrenal_gland__adult"
10,190,"chr1",72354098,72354107,22596,13.1246818661793,"adrenal_gland__adult"
10,192,"chr1",72629842,72629851,54380,34.4346059951268,"adrenal_gland__adult"
6,193,"chr1",72757858,72757863,19981,11.424959131684,"adrenal_gland__adult"
55,195,"chr1",74283069,74283129,76709,68.6571732126081,"adrenal_gland__adult"
9,198,"chr1",74331628,74331641,56695,41.1912735381802,"adrenal_gland__adult"
1,200,"chr1",74421797,74421797,18173,13.0659535148861,"adrenal_gland__adult"
43,203,"chr1",74438225,74438282,227292,70.5668088735659,"adrenal_gland__adult"
5,211,"chr1",74760131,74760137,104086,30.6228308677299,"adrenal_gland__adult"
26,213,"chr1",74901490,74901534,12570,17.0870710142853,"adrenal_gland__adult"
62,215,"chr1",75139297,75139366,227298,97.0750078274472,"adrenal_gland__adult"
28,219,"chr1",75207413,75207440,20872,66.9323449123058,"adrenal_gland__adult"
59,221,"chr1",75233021,75233090,56812,60.1453158091311,"adrenal_gland__adult"
4,222,"chr1",75356901,75356923,13346,39.8136480906836,"adrenal_gland__adult"
28,227,"chr1",75432518,75432562,69080,77.5618785106908,"adrenal_gland__adult"
58,231,"chr1",75503748,75503819,16322,34.8568372287679,"adrenal_gland__adult"
15,232,"chr1",75542651,75542665,20536,27.9332300701259,"adrenal_gland__adult"
44,233,"chr1",75543066,75543111,20536,22.507399322513,"adrenal_gland__adult"
4,238,"chr1",78654438,78654462,195434,59.8782092139447,"adrenal_gland__adult"
4,238,"chr1",78654438,78654462,74205,59.8782092139447,"adrenal_gland__adult"
21,240,"chr1",79772679,79772702,69163,42.8995953527307,"adrenal_gland__adult"
30,243,"chr1",82313166,82313198,76867,40.870435765569,"adrenal_gland__adult"
22,245,"chr1",82721490,82721515,75734,69.2104432288058,"adrenal_gland__adult"
24,246,"chr1",82836030,82836058,15463,57.3172672238089,"adrenal_gland__adult"
16,247,"chr1",84836420,84836440,66153,55.0224378684842,"adrenal_gland__adult"
25,250,"chr1",87689993,87690053,12283,66.4568787954568,"adrenal_gland__adult"
41,251,"chr1",87791116,87791197,64294,667.881408281023,"adrenal_gland__adult"
36,254,"chr1",87961206,87961251,70247,90.4163093039244,"adrenal_gland__adult"
24,258,"chr1",88600379,88600405,208718,26.0866118487981,"adrenal_gland__adult"
45,259,"chr1",89110506,89110554,26987,45.488231472648,"adrenal_gland__adult"
13,261,"chr1",89160898,89160967,98363,755.11487859366,"adrenal_gland__adult"
9,262,"chr1",89223588,89223624,227331,96.9220998159929,"adrenal_gland__adult"
22,263,"chr1",89516930,89516951,16331,18.2514647049168,"adrenal_gland__adult"
26,264,"chr1",89652628,89652663,77040,12.6992752231045,"adrenal_gland__adult"
12,265,"chr1",89749850,89749865,227333,16.8066907541115,"adrenal_gland__adult"
20,267,"chr1",89991636,89991658,394432,14.7559620854892,"adrenal_gland__adult"
4,272,"chr1",90967020,90967025,98402,18.1020616395225,"adrenal_gland__adult"
7,281,"chr1",92100572,92100586,12778,202.521299048883,"adrenal_gland__adult"
32,282,"chr1",92500038,92500075,108679,60.596190371454,"adrenal_gland__adult"
30,283,"chr1",92895318,92895357,16978,42.3425727860716,"adrenal_gland__adult"
10,287,"chr1",93076615,93076626,51801,25.8977639640569,"adrenal_gland__adult"
14,297,"chr1",94807392,94807405,108657,26.7395607010198,"adrenal_gland__adult"
6,300,"chr1",95132414,95132420,208777,60.3778650793776,"adrenal_gland__adult"
16,301,"chr1",95240215,95240230,66385,13.9508288994131,"adrenal_gland__adult"
46,302,"chr1",95375564,95375619,18000,153.980175246234,"adrenal_gland__adult"
7,306,"chr1",95651594,95651600,66615,25.2631439467823,"adrenal_gland__adult"
6,308,"chr1",95721816,95721822,98314,14.9856431999808,"adrenal_gland__adult"
36,310,"chr1",97210205,97210240,67698,18.6852351092972,"adrenal_gland__adult"
19,315,"chr1",107560438,107560487,227446,59.6202035080923,"adrenal_gland__adult"
9,320,"chr1",120218418,120218426,67949,16.20226368744,"adrenal_gland__adult"
1,321,"chr1",120218449,120218449,67949,10.1858909483511,"adrenal_gland__adult"
19,324,"chr1",121422733,121422751,226351,13.6218236342269,"adrenal_gland__adult"
4,326,"chr1",121903628,121903631,319229,14.4973032201956,"adrenal_gland__adult"
7,327,"chr1",123327667,123327673,70829,18.3506841038671,"adrenal_gland__adult"
8,329,"chr1",129101589,129101598,107895,13.266012733583,"adrenal_gland__adult"
11,331,"chr1",129670791,129670802,72949,30.0478323389582,"adrenal_gland__adult"
15,332,"chr1",129765353,129765374,226407,61.0322475827138,"adrenal_gland__adult"
19,333,"chr1",129999883,129999931,226412,46.5987399319705,"adrenal_gland__adult"
34,336,"chr1",130140708,130140747,67812,43.6437849301944,"adrenal_gland__adult"
39,337,"chr1",130140848,130140886,67812,21.0695800887354,"adrenal_gland__adult"
4,339,"chr1",132614103,132614106,226418,10.9195608438991,"adrenal_gland__adult"
30,341,"chr1",133049773,133049802,16865,19.7257080586995,"adrenal_gland__adult"
2,345,"chr1",133724587,133724591,98396,26.2175712818309,"adrenal_gland__adult"
1,346,"chr1",133724617,133724617,98396,16.1572817129712,"adrenal_gland__adult"
37,347,"chr1",133807069,133807107,98415,60.0870102917726,"adrenal_gland__adult"
3,350,"chr1",133859570,133859572,212980,24.8143157983614,"adrenal_gland__adult"
23,354,"chr1",134195077,134195099,213417,14.8380264541564,"adrenal_gland__adult"
67,355,"chr1",134195129,134195246,213417,429.57010365104,"adrenal_gland__adult"
13,361,"chr1",134314158,134314170,213452,12.029576982962,"adrenal_gland__adult"
29,362,"chr1",134373944,134373984,213464,24.5505687260694,"adrenal_gland__adult"
34,365,"chr1",135027849,135027885,108954,46.5296983776947,"adrenal_gland__adult"
8,366,"chr1",135027908,135027915,108954,13.9989477704338,"adrenal_gland__adult"
50,371,"chr1",135934046,135934125,14264,67.8216875411854,"adrenal_gland__adult"
5,374,"chr1",136302567,136302575,72017,25.3663934070711,"adrenal_gland__adult"
54,375,"chr1",136312007,136312069,72674,81.9644661269007,"adrenal_gland__adult"
6,377,"chr1",136312350,136312355,72674,10.9335733825049,"adrenal_gland__adult"
8,379,"chr1",136352108,136352115,240756,10.3688792684957,"adrenal_gland__adult"
26,380,"chr1",136391216,136391244,98710,33.9873000043873,"adrenal_gland__adult"
21,382,"chr1",136456782,136456804,75605,46.8244114364524,"adrenal_gland__adult"
53,386,"chr1",137043371,137043440,68724,127.116343508651,"adrenal_gland__adult"
8,389,"chr1",137625794,137625815,13007,251.967185295632,"adrenal_gland__adult"
22,391,"chr1",137662696,137662747,27280,37.8882772858703,"adrenal_gland__adult"
6,394,"chr1",137732962,137732968,21956,24.7464350843847,"adrenal_gland__adult"
23,395,"chr1",137914589,137914614,66241,30.264856162546,"adrenal_gland__adult"
42,407,"chr1",145487845,145487902,26878,63.0676339696567,"adrenal_gland__adult"
21,408,"chr1",145586715,145586748,69367,55.175348423646,"adrenal_gland__adult"
25,409,"chr1",145624406,145624448,56207,27.2418602479695,"adrenal_gland__adult"
2,410,"chr1",151947229,151947230,19225,11.3318728740275,"adrenal_gland__adult"
7,412,"chr1",152239962,152239968,108989,10.2865987666234,"adrenal_gland__adult"
33,418,"chr1",153191637,153191683,117198,65.0697451254133,"adrenal_gland__adult"
3,419,"chr1",153191705,153191710,117198,12.9295833023567,"adrenal_gland__adult"
11,423,"chr1",153418548,153418629,63913,167.03805269562,"adrenal_gland__adult"
15,425,"chr1",153602548,153602566,66967,32.5018006602594,"adrenal_gland__adult"
63,428,"chr1",154613722,154613811,67771,72.2194623615769,"adrenal_gland__adult"
5,435,"chr1",155747069,155747094,14645,324.689004257447,"adrenal_gland__adult"
13,438,"chr1",157005872,157005901,58244,21.6814416845953,"adrenal_gland__adult"
8,439,"chr1",157405249,157405256,72482,15.1647627727503,"adrenal_gland__adult"
20,442,"chr1",157882847,157882866,240832,10.758413480262,"adrenal_gland__adult"
30,443,"chr1",157888011,157888049,240832,84.6709443209073,"adrenal_gland__adult"
23,448,"chr1",159388691,159388719,226527,59.6403148363294,"adrenal_gland__adult"
34,452,"chr1",160292661,160292704,11899,10.1892107000772,"adrenal_gland__adult"
48,453,"chr1",161162305,161162358,26374,32.2012419269428,"adrenal_gland__adult"
17,464,"chr1",162125374,162125398,64659,146.827742692168,"adrenal_gland__adult"
4,468,"chr1",162965292,162965303,14455,368.64428232421,"adrenal_gland__adult"
28,474,"chr1",164500734,164500776,53330,25.4686987550152,"adrenal_gland__adult"
13,475,"chr1",164500856,164500868,53330,13.1706405562859,"adrenal_gland__adult"
9,482,"chr1",166179198,166179206,116914,16.238726810632,"adrenal_gland__adult"
49,486,"chr1",167391327,167391398,70456,76.3168864109469,"adrenal_gland__adult"
17,489,"chr1",167693889,167693911,433375,170.370710740947,"adrenal_gland__adult"
28,494,"chr1",169238855,169238892,68944,210.038835763371,"adrenal_gland__adult"
35,498,"chr1",169280322,169280358,56752,26.3433891606348,"adrenal_gland__adult"
4,500,"chr1",171585625,171585642,19737,61.516331416187,"adrenal_gland__adult"
17,505,"chr1",172949087,172949105,246256,33.8391719810403,"adrenal_gland__adult"
3,507,"chr1",173085650,173085655,17528,12.5240497290743,"adrenal_gland__adult"
6,508,"chr1",173155220,173155225,11807,44.5924949553588,"adrenal_gland__adult"
19,509,"chr1",173200458,173200484,57370,53.212412012585,"adrenal_gland__adult"
11,513,"chr1",173275803,173275833,18637,64.8249725502754,"adrenal_gland__adult"
11,514,"chr1",173341443,173341454,22278,23.0389974292762,"adrenal_gland__adult"
11,516,"chr1",173367689,173367735,16456,53.0523217083696,"adrenal_gland__adult"
13,517,"chr1",173612184,173612196,12506,10.3798257132317,"adrenal_gland__adult"
4,519,"chr1",173770763,173770766,12523,17.179933570495,"adrenal_gland__adult"
17,521,"chr1",174056875,174056909,19298,129.506508560368,"adrenal_gland__adult"
15,523,"chr1",174078195,174078220,98193,21.1126340965346,"adrenal_gland__adult"
39,524,"chr1",174078247,174078300,98193,96.8125138513684,"adrenal_gland__adult"
20,525,"chr1",174242517,174242563,140559,23.6251758207265,"adrenal_gland__adult"
12,529,"chr1",174306687,174306704,67556,20.0096981130586,"adrenal_gland__adult"
7,530,"chr1",174405526,174405532,98365,13.9128448080708,"adrenal_gland__adult"
9,531,"chr1",174430376,174430429,21346,292.250045227724,"adrenal_gland__adult"
15,535,"chr1",178744996,178745010,76816,34.747983276359,"adrenal_gland__adult"
13,539,"chr1",180249261,180249297,66359,235.891811928449,"adrenal_gland__adult"
39,544,"chr1",181598440,181598478,109232,17.1414339866173,"adrenal_gland__adult"
29,548,"chr1",182260607,182260661,320404,96.5684843721232,"adrenal_gland__adult"
5,551,"chr1",182499052,182499063,11545,23.666357457958,"adrenal_gland__adult"
39,555,"chr1",182656174,182656229,170760,46.9691387296641,"adrenal_gland__adult"
21,556,"chr1",182781277,182781297,208768,17.119381832988,"adrenal_gland__adult"
10,559,"chr1",182872571,182872602,208795,43.7741567917308,"adrenal_gland__adult"
33,561,"chr1",183081068,183081108,98417,52.6095094416333,"adrenal_gland__adult"
7,563,"chr1",184054910,184054926,27058,56.2474700474133,"adrenal_gland__adult"
7,569,"chr1",185858338,185858347,63953,41.0256206842504,"adrenal_gland__adult"
28,570,"chr1",187027995,187028029,98732,30.4787467096136,"adrenal_gland__adult"
24,572,"chr1",187156030,187156063,23827,39.7343667433442,"adrenal_gland__adult"
5,573,"chr1",187186923,187186938,107508,85.2263650709327,"adrenal_gland__adult"
52,574,"chr1",187186962,187187015,107508,94.1497080632191,"adrenal_gland__adult"
17,575,"chr1",189039401,189039417,67769,13.4336240303279,"adrenal_gland__adult"
8,578,"chr1",191552153,191552160,19250,11.8512921237849,"adrenal_gland__adult"
33,584,"chr1",193149823,193149857,66950,16.7966426889931,"adrenal_gland__adult"
18,588,"chr1",193542281,193542300,226856,22.3557342634495,"adrenal_gland__adult"
4,592,"chr1",196446016,196446021,18845,14.1726526452392,"adrenal_gland__adult"
51,595,"chr1",196765063,196765170,12490,103.293173560435,"adrenal_gland__adult"
5,597,"chr1",4483685,4483691,20671,12.7492011761436,"adrenal_gland__adult"
32,598,"chr1",4775767,4775801,27395,29.3431047767279,"adrenal_gland__adult"
9,607,"chr1",9934193,9934203,73824,52.039741289436,"adrenal_gland__adult"
13,608,"chr1",10028008,10028044,26754,121.338316155036,"adrenal_gland__adult"
8,611,"chr1",13364122,13364129,17978,20.519375546412,"adrenal_gland__adult"
52,612,"chr1",13579903,13579978,72265,168.111672817126,"adrenal_gland__adult"
55,613,"chr1",13650563,13650630,212442,97.6165562854251,"adrenal_gland__adult"
5,618,"chr1",16609368,16609377,66799,24.7613591294843,"adrenal_gland__adult"
20,619,"chr1",16646930,16646970,67923,49.6269554791655,"adrenal_gland__adult"
5,621,"chr1",16647120,16647126,67923,32.5686993163058,"adrenal_gland__adult"
22,633,"chr1",24012457,24012478,68002,29.2708871397602,"adrenal_gland__adult"
5,646,"chr1",31006600,31006606,19243,39.385120942204,"adrenal_gland__adult"
21,658,"chr1",34899846,34899879,214469,124.563345840397,"adrenal_gland__adult"
31,661,"chr1",36301113,36301154,320011,42.8157823058983,"adrenal_gland__adult"
2,662,"chr1",36330279,36330280,214854,19.5523879795837,"adrenal_gland__adult"
18,663,"chr1",36425972,36425999,226976,35.1436714270158,"adrenal_gland__adult"
1,665,"chr1",36502102,36502102,214895,14.3596794770188,"adrenal_gland__adult"
40,668,"chr1",36766755,36766808,226977,99.4423938278597,"adrenal_gland__adult"
24,669,"chr1",36996453,36996480,56030,45.4040326009413,"adrenal_gland__adult"
24,671,"chr1",37486840,37486900,76178,94.7221528340742,"adrenal_gland__adult"
18,678,"chr1",38054071,38054088,98258,16.1321896408311,"adrenal_gland__adult"
3,685,"chr1",39634196,39634216,67702,16.9673598145564,"adrenal_gland__adult"
22,693,"chr1",43884602,43884626,67883,69.7047346070234,"adrenal_gland__adult"
3,698,"chr1",45559906,45559911,12832,16.2035346743631,"adrenal_gland__adult"
4,699,"chr1",45982424,45982427,53945,14.2454653928439,"adrenal_gland__adult"
55,701,"chr1",46910341,46910411,227059,19.9542929749206,"adrenal_gland__adult"
3,705,"chr1",51535238,51535249,109019,66.0122344564498,"adrenal_gland__adult"
28,706,"chr1",51972764,51972793,17912,72.8124743253319,"adrenal_gland__adult"
7,708,"chr1",52290041,52290070,14660,93.2931832887573,"adrenal_gland__adult"
44,715,"chr1",53409500,53409548,70396,31.717952239065,"adrenal_gland__adult"
10,716,"chr1",53842018,53842027,98267,21.5803083432204,"adrenal_gland__adult"
24,718,"chr1",54495802,54495828,98488,24.7258590024649,"adrenal_gland__adult"
16,723,"chr1",55084221,55084268,81898,161.603294675159,"adrenal_gland__adult"
17,725,"chr1",55144668,55144723,15510,1188.11831790007,"adrenal_gland__adult"
18,728,"chr1",57463306,57463323,68736,12.2548071720271,"adrenal_gland__adult"
5,730,"chr1",58480856,58480868,12747,74.9548431016364,"adrenal_gland__adult"
17,731,"chr1",58480890,58480914,12747,53.5829613374394,"adrenal_gland__adult"
2,734,"chr1",58561799,58561800,18393,13.2652778748858,"adrenal_gland__adult"
14,736,"chr1",58643091,58643150,213056,11.7717163997537,"adrenal_gland__adult"
5,740,"chr1",59030274,59030278,70827,16.6853564576578,"adrenal_gland__adult"
35,744,"chr1",59727621,59727678,22218,300.753808271383,"adrenal_gland__adult"
6,747,"chr1",60623557,60623562,77300,12.2243541166048,"adrenal_gland__adult"
37,749,"chr1",63223226,63223296,227197,102.689792716561,"adrenal_gland__adult"
17,751,"chr1",64167984,64168014,93691,37.359020656051,"adrenal_gland__adult"
4,752,"chr1",64784320,64784323,14367,21.6772216685737,"adrenal_gland__adult"
11,754,"chr1",65003313,65003323,241075,18.740107375348,"adrenal_gland__adult"
6,757,"chr1",65079291,65079340,70861,1463.83447819012,"adrenal_gland__adult"
23,758,"chr1",65225597,65225671,15926,484.958617624549,"adrenal_gland__adult"
21,760,"chr1",66909828,66909933,11363,235.829368145462,"adrenal_gland__adult"
33,764,"chr1",67085403,67085458,14768,44.0923687254805,"adrenal_gland__adult"
4,768,"chr1",71699741,71699750,14268,64.9728332689943,"adrenal_gland__adult"
4,771,"chr1",72330830,72330833,111175,15.8015146385877,"adrenal_gland__adult"
4,774,"chr1",72921453,72921462,16011,328.484019500364,"adrenal_gland__adult"
25,779,"chr1",74045037,74045061,21961,18.9146521173525,"adrenal_gland__adult"
21,788,"chr1",74171102,74171139,21961,16.9082127418676,"adrenal_gland__adult"
43,789,"chr1",74331217,74331281,227290,165.181960512166,"adrenal_gland__adult"
31,790,"chr1",74350726,74350771,69660,100.976087539265,"adrenal_gland__adult"
14,791,"chr1",74552383,74552405,319651,16.5967043367463,"adrenal_gland__adult"
16,793,"chr1",74647945,74647971,57751,38.9883000431692,"adrenal_gland__adult"
5,795,"chr1",75139242,75139246,69171,12.3083684493156,"adrenal_gland__adult"
42,796,"chr1",75188514,75188566,245860,36.1335146784875,"adrenal_gland__adult"
3,799,"chr1",75215824,75215832,22145,92.969755992684,"adrenal_gland__adult"
42,800,"chr1",75260715,75260790,19275,157.066881296409,"adrenal_gland__adult"
64,801,"chr1",75274926,75275022,19711,141.565071290188,"adrenal_gland__adult"
7,810,"chr1",78485417,78485440,23874,198.303582786915,"adrenal_gland__adult"
20,812,"chr1",79436564,79436682,20254,3021.84771461829,"adrenal_gland__adult"
9,814,"chr1",79758283,79758291,69368,10.5680577852187,"adrenal_gland__adult"
5,815,"chr1",79855206,79855215,20720,21.4112763456992,"adrenal_gland__adult"
16,816,"chr1",80337198,80337238,26554,30.4217887040843,"adrenal_gland__adult"
51,825,"chr1",83404639,83404750,77629,40.1453010381254,"adrenal_gland__adult"
48,829,"chr1",84281138,84281194,98496,44.4411034093834,"adrenal_gland__adult"
20,832,"chr1",84835913,84835955,14897,73.785065505157,"adrenal_gland__adult"
14,837,"chr1",88255900,88255990,17975,812.890172790061,"adrenal_gland__adult"
25,841,"chr1",89905102,89905126,227334,17.4173589548523,"adrenal_gland__adult"
12,846,"chr1",90598705,90598718,320982,20.9208453367151,"adrenal_gland__adult"
3,847,"chr1",90598744,90598746,320982,10.0544184561745,"adrenal_gland__adult"
25,850,"chr1",93309746,93309770,55927,12.9175403778388,"adrenal_gland__adult"
5,851,"chr1",93309795,93309807,55927,56.8102629990329,"adrenal_gland__adult"
47,852,"chr1",93355837,93355883,18627,37.3292513543637,"adrenal_gland__adult"
41,856,"chr1",94370314,94370383,67273,241.536296712755,"adrenal_gland__adult"
21,858,"chr1",94538522,94538548,66915,127.829917062332,"adrenal_gland__adult"
35,859,"chr1",94998377,94998464,16560,136.838129787987,"adrenal_gland__adult"
8,861,"chr1",95202440,95202449,69821,22.4149483942783,"adrenal_gland__adult"
6,862,"chr1",95342215,95342234,110611,256.065891293037,"adrenal_gland__adult"
10,863,"chr1",95342258,95342267,110611,10.5574238361355,"adrenal_gland__adult"
11,866,"chr1",95375371,95375397,110611,152.747596681002,"adrenal_gland__adult"
72,867,"chr1",95532191,95532285,59041,147.108478125834,"adrenal_gland__adult"
36,871,"chr1",95698427,95698487,21915,62.6943698239017,"adrenal_gland__adult"
60,878,"chr1",99873615,99873681,18484,48.1815975795744,"adrenal_gland__adult"
56,879,"chr1",99873742,99873817,18484,41.6763289785226,"adrenal_gland__adult"
15,883,"chr1",99992089,99992105,18484,62.5092896513925,"adrenal_gland__adult"
58,884,"chr1",99992158,99992216,18484,41.3886424146582,"adrenal_gland__adult"
23,889,"chr1",107560227,107560249,27392,21.4544395792188,"adrenal_gland__adult"
35,892,"chr1",108656243,108656288,70750,92.1604964467523,"adrenal_gland__adult"
20,893,"chr1",108693202,108693221,20479,10.10476166228,"adrenal_gland__adult"
34,896,"chr1",120207747,120207783,22099,75.8371374970674,"adrenal_gland__adult"
3,897,"chr1",120355841,120355844,68204,14.3829341884234,"adrenal_gland__adult"
20,910,"chr1",121970335,121970367,170706,19.324972510315,"adrenal_gland__adult"
31,913,"chr1",122017582,122017651,13167,1075.02166596547,"adrenal_gland__adult"
17,919,"chr1",123464503,123464519,66942,23.8804378143452,"adrenal_gland__adult"
43,922,"chr1",127332057,127332124,74117,178.44357019403,"adrenal_gland__adult"
8,924,"chr1",127808743,127808762,72585,15.274365046981,"adrenal_gland__adult"
25,930,"chr1",130256207,130256231,17219,11.5332144339148,"adrenal_gland__adult"
3,931,"chr1",130313901,130313903,226414,13.4216730728114,"adrenal_gland__adult"
10,932,"chr1",130313935,130313956,226414,38.2871071688154,"adrenal_gland__adult"
9,933,"chr1",130488866,130488881,12767,154.345147357301,"adrenal_gland__adult"
41,934,"chr1",132359278,132359331,13136,20.1453018690114,"adrenal_gland__adult"
36,935,"chr1",132612356,132612391,18640,23.4900853762782,"adrenal_gland__adult"
2,937,"chr1",132994355,132994356,17164,13.5292786215002,"adrenal_gland__adult"
6,941,"chr1",133141750,133141756,54354,30.9571739838569,"adrenal_gland__adult"
5,948,"chr1",133964507,133964512,213006,43.8932264820719,"adrenal_gland__adult"
14,950,"chr1",134036219,134036263,18557,67.1828895250844,"adrenal_gland__adult"
30,953,"chr1",134638334,134638378,269116,16.3632819731506,"adrenal_gland__adult"
27,954,"chr1",134921915,134921960,17248,83.1539386771079,"adrenal_gland__adult"
