"interquantile_width","cluster","seqnames","start","end","GENEID","tpm","sample"
15,48,"chr1",407453,407467,ENSDART00000060944,16.6576407101166,"merged_samples"
50,49,"chr1",407494,407545,ENSDART00000060944,124.188004074238,"merged_samples"
27,50,"chr1",455345,455397,ENSDART00000147633,137.85952628138,"merged_samples"
27,50,"chr1",455345,455397,ENSDART00000143526,137.85952628138,"merged_samples"
32,52,"chr1",469270,469336,ENSDART00000135944,300.775618596185,"merged_samples"
32,52,"chr1",469270,469336,ENSDART00000081989,300.775618596185,"merged_samples"
18,53,"chr1",544444,544469,ENSDART00000152340,52.6629096432868,"merged_samples"
18,53,"chr1",544444,544469,ENSDART00000152218,52.6629096432868,"merged_samples"
18,53,"chr1",544444,544469,ENSDART00000152798,52.6629096432868,"merged_samples"
18,53,"chr1",544444,544469,ENSDART00000152773,52.6629096432868,"merged_samples"
6,56,"chr1",550887,550892,ENSDART00000152435,14.076687758545,"merged_samples"
31,57,"chr1",566119,566152,ENSDART00000152465,116.926257436089,"merged_samples"
31,57,"chr1",566119,566152,ENSDART00000152324,116.926257436089,"merged_samples"
31,57,"chr1",566119,566152,ENSDART00000152256,116.926257436089,"merged_samples"
1,58,"chr1",566232,566232,ENSDART00000152465,10.6205224583531,"merged_samples"
1,58,"chr1",566232,566232,ENSDART00000152324,10.6205224583531,"merged_samples"
1,58,"chr1",566232,566232,ENSDART00000152256,10.6205224583531,"merged_samples"
15,59,"chr1",566266,566280,ENSDART00000152465,17.9999614108596,"merged_samples"
15,59,"chr1",566266,566280,ENSDART00000152324,17.9999614108596,"merged_samples"
15,59,"chr1",566266,566280,ENSDART00000152256,17.9999614108596,"merged_samples"
36,60,"chr1",571394,571457,ENSDART00000103925,196.830525697769,"merged_samples"
36,60,"chr1",571394,571457,ENSDART00000152818,196.830525697769,"merged_samples"
36,60,"chr1",571394,571457,ENSDART00000152502,196.830525697769,"merged_samples"
36,60,"chr1",571394,571457,ENSDART00000152156,196.830525697769,"merged_samples"
36,60,"chr1",571394,571457,ENSDART00000103928,196.830525697769,"merged_samples"
36,60,"chr1",571394,571457,ENSDART00000152657,196.830525697769,"merged_samples"
36,60,"chr1",571394,571457,ENSDART00000152472,196.830525697769,"merged_samples"
1,62,"chr1",604184,604206,ENSDART00000152626,2419.588453932,"merged_samples"
1,62,"chr1",604184,604206,ENSDART00000019227,2419.588453932,"merged_samples"
20,65,"chr1",619424,619445,ENSDART00000123097,93.1224957443641,"merged_samples"
26,67,"chr1",628761,628803,ENSDART00000102399,379.900147652502,"merged_samples"
72,73,"chr1",776228,776318,ENSDART00000092502,64.6908487993369,"merged_samples"
33,74,"chr1",977838,977879,ENSDART00000051919,101.708436625517,"merged_samples"
1,77,"chr1",1446558,1446561,ENSDART00000048828,345.23249372575,"merged_samples"
4,78,"chr1",1468884,1468944,ENSDART00000081047,1204.39857715995,"merged_samples"
4,78,"chr1",1468884,1468944,ENSDART00000137184,1204.39857715995,"merged_samples"
44,80,"chr1",1469026,1469109,ENSDART00000081047,134.250772406985,"merged_samples"
44,80,"chr1",1469026,1469109,ENSDART00000137184,134.250772406985,"merged_samples"
4,85,"chr1",1546140,1546144,ENSDART00000006449,137.965243998397,"merged_samples"
1,86,"chr1",1562074,1562078,ENSDART00000103850,206.672837232272,"merged_samples"
33,89,"chr1",1858314,1858359,ENSDART00000128187,38.7080598370206,"merged_samples"
1,96,"chr1",2017112,2017112,ENSDART00000058876,23.2554112898866,"merged_samples"
25,97,"chr1",2017137,2017227,ENSDART00000058876,1459.39513458052,"merged_samples"
17,99,"chr1",2029002,2029018,ENSDART00000146095,17.0695259502697,"merged_samples"
19,113,"chr1",2043653,2043671,ENSDART00000140507,11.0344325889871,"merged_samples"
24,121,"chr1",2058696,2058753,ENSDART00000143758,309.01125018456,"merged_samples"
24,121,"chr1",2058696,2058753,ENSDART00000108919,309.01125018456,"merged_samples"
24,121,"chr1",2058696,2058753,ENSDART00000141036,309.01125018456,"merged_samples"
24,121,"chr1",2058696,2058753,ENSDART00000143361,309.01125018456,"merged_samples"
24,121,"chr1",2058696,2058753,ENSDART00000142944,309.01125018456,"merged_samples"
18,130,"chr1",4170919,4170952,ENSDART00000052423,51.1654613667588,"merged_samples"
6,132,"chr1",4171016,4171024,ENSDART00000052423,106.380874486288,"merged_samples"
13,133,"chr1",4291656,4291670,ENSDART00000040204,27.7127197462482,"merged_samples"
13,133,"chr1",4291656,4291670,ENSDART00000122569,27.7127197462482,"merged_samples"
4,134,"chr1",4291727,4291750,ENSDART00000040204,783.118297529106,"merged_samples"
4,134,"chr1",4291727,4291750,ENSDART00000122569,783.118297529106,"merged_samples"
38,137,"chr1",4311590,4311660,ENSDART00000055047,242.490574693377,"merged_samples"
38,137,"chr1",4311590,4311660,ENSDART00000142248,242.490574693377,"merged_samples"
35,138,"chr1",4374943,4374987,ENSDART00000022307,92.2384699254369,"merged_samples"
4,139,"chr1",4375014,4375017,ENSDART00000022307,41.7010094620444,"merged_samples"
58,140,"chr1",4998807,4998867,ENSDART00000092324,389.487624435532,"merged_samples"
44,143,"chr1",5025590,5025671,ENSDART00000037036,287.735353375011,"merged_samples"
44,143,"chr1",5025590,5025671,ENSDART00000144559,287.735353375011,"merged_samples"
20,144,"chr1",5025743,5025762,ENSDART00000037036,16.639041979485,"merged_samples"
20,144,"chr1",5025743,5025762,ENSDART00000144559,16.639041979485,"merged_samples"
57,148,"chr1",5053546,5053607,ENSDART00000092277,85.87163388048,"merged_samples"
57,148,"chr1",5053546,5053607,ENSDART00000140936,85.87163388048,"merged_samples"
21,149,"chr1",5053630,5053656,ENSDART00000092277,29.6305372264741,"merged_samples"
21,149,"chr1",5053630,5053656,ENSDART00000140936,29.6305372264741,"merged_samples"
21,150,"chr1",5089156,5089185,ENSDART00000145378,208.208541443426,"merged_samples"
36,157,"chr1",5509737,5509812,ENSDART00000144641,137.560541079208,"merged_samples"
36,157,"chr1",5509737,5509812,ENSDART00000103701,137.560541079208,"merged_samples"
36,157,"chr1",5509737,5509812,ENSDART00000138919,137.560541079208,"merged_samples"
17,163,"chr1",6760423,6760474,ENSDART00000013264,155.063454734874,"merged_samples"
1,169,"chr1",6993872,6993876,ENSDART00000136972,237.028340174969,"merged_samples"
1,169,"chr1",6993872,6993876,ENSDART00000134021,237.028340174969,"merged_samples"
1,169,"chr1",6993872,6993876,ENSDART00000142646,237.028340174969,"merged_samples"
1,169,"chr1",6993872,6993876,ENSDART00000139951,237.028340174969,"merged_samples"
1,169,"chr1",6993872,6993876,ENSDART00000135308,237.028340174969,"merged_samples"
1,169,"chr1",6993872,6993876,ENSDART00000138869,237.028340174969,"merged_samples"
1,169,"chr1",6993872,6993876,ENSDART00000141343,237.028340174969,"merged_samples"
23,171,"chr1",7584692,7584724,ENSDART00000091683,143.739537820096,"merged_samples"
38,172,"chr1",7597353,7597452,ENSDART00000121439,624.210022863915,"merged_samples"
38,172,"chr1",7597353,7597452,ENSDART00000103626,624.210022863915,"merged_samples"
38,172,"chr1",7597353,7597452,ENSDART00000141283,624.210022863915,"merged_samples"
42,174,"chr1",7770224,7770307,ENSDART00000025604,424.541258024826,"merged_samples"
42,174,"chr1",7770224,7770307,ENSDART00000152142,424.541258024826,"merged_samples"
10,176,"chr1",8080783,8080792,ENSDART00000006211,14.298827434724,"merged_samples"
10,176,"chr1",8080783,8080792,ENSDART00000137211,14.298827434724,"merged_samples"
4,177,"chr1",8080833,8080836,ENSDART00000006211,24.9071716751323,"merged_samples"
4,177,"chr1",8080833,8080836,ENSDART00000137211,24.9071716751323,"merged_samples"
17,178,"chr1",8229226,8229286,ENSDART00000081343,1465.97072368328,"merged_samples"
20,179,"chr1",8229341,8229360,ENSDART00000081343,14.6891822713872,"merged_samples"
36,189,"chr1",8275078,8275126,ENSDART00000092058,91.7653569565845,"merged_samples"
5,192,"chr1",8366146,8366153,ENSDART00000055009,26.1740620695348,"merged_samples"
4,193,"chr1",8366180,8366191,ENSDART00000055009,109.799813821992,"merged_samples"
1,194,"chr1",8366233,8366233,ENSDART00000055009,50.341397325705,"merged_samples"
10,196,"chr1",8936460,8936469,ENSDART00000054848,14.7058861299509,"merged_samples"
56,199,"chr1",8936633,8936716,ENSDART00000054848,120.998656247115,"merged_samples"
5,201,"chr1",9127868,9127883,ENSDART00000011701,320.053999924753,"merged_samples"
5,201,"chr1",9127868,9127883,ENSDART00000134835,320.053999924753,"merged_samples"
5,201,"chr1",9127868,9127883,ENSDART00000144756,320.053999924753,"merged_samples"
4,203,"chr1",9286298,9286312,ENSDART00000080576,819.97459834967,"merged_samples"
17,205,"chr1",9303312,9303328,ENSDART00000110698,14.03620922439,"merged_samples"
4,206,"chr1",9473130,9473154,ENSDART00000152562,939.080335570209,"merged_samples"
19,207,"chr1",9481734,9481756,ENSDART00000043881,65.2082815339607,"merged_samples"
30,208,"chr1",9494171,9494200,ENSDART00000152779,22.2604892341775,"merged_samples"
30,208,"chr1",9494171,9494200,ENSDART00000029774,22.2604892341775,"merged_samples"
16,211,"chr1",9554809,9554824,ENSDART00000046283,10.5848501410202,"merged_samples"
16,211,"chr1",9554809,9554824,ENSDART00000103535,10.5848501410202,"merged_samples"
16,211,"chr1",9554809,9554824,ENSDART00000132076,10.5848501410202,"merged_samples"
16,211,"chr1",9554809,9554824,ENSDART00000103531,10.5848501410202,"merged_samples"
42,213,"chr1",9859961,9860002,ENSDART00000054879,19.2401079617236,"merged_samples"
42,213,"chr1",9859961,9860002,ENSDART00000152438,19.2401079617236,"merged_samples"
6,216,"chr1",9896311,9896318,ENSDART00000139387,51.6661176491132,"merged_samples"
19,217,"chr1",10291223,10291244,ENSDART00000109858,50.1750490646733,"merged_samples"
21,219,"chr1",11225324,11225354,ENSDART00000103406,93.4142863238126,"merged_samples"
21,219,"chr1",11225324,11225354,ENSDART00000143628,93.4142863238126,"merged_samples"
23,224,"chr1",11492066,11492088,ENSDART00000040307,10.3529621605712,"merged_samples"
23,224,"chr1",11492066,11492088,ENSDART00000103451,10.3529621605712,"merged_samples"
23,224,"chr1",11492066,11492088,ENSDART00000112171,10.3529621605712,"merged_samples"
46,227,"chr1",11591513,11591595,ENSDART00000054814,282.245049692698,"merged_samples"
35,230,"chr1",11631974,11632021,ENSDART00000067086,375.384613483299,"merged_samples"
39,233,"chr1",11644341,11644412,ENSDART00000144920,490.410829670148,"merged_samples"
39,233,"chr1",11644341,11644412,ENSDART00000138759,490.410829670148,"merged_samples"
39,233,"chr1",11644341,11644412,ENSDART00000067082,490.410829670148,"merged_samples"
39,233,"chr1",11644341,11644412,ENSDART00000142900,490.410829670148,"merged_samples"
39,233,"chr1",11644341,11644412,ENSDART00000136658,490.410829670148,"merged_samples"
39,233,"chr1",11644341,11644412,ENSDART00000144475,490.410829670148,"merged_samples"
5,234,"chr1",11644433,11644437,ENSDART00000144920,12.7489863493556,"merged_samples"
5,234,"chr1",11644433,11644437,ENSDART00000138759,12.7489863493556,"merged_samples"
5,234,"chr1",11644433,11644437,ENSDART00000067082,12.7489863493556,"merged_samples"
5,234,"chr1",11644433,11644437,ENSDART00000142900,12.7489863493556,"merged_samples"
5,234,"chr1",11644433,11644437,ENSDART00000136658,12.7489863493556,"merged_samples"
5,234,"chr1",11644433,11644437,ENSDART00000144475,12.7489863493556,"merged_samples"
41,237,"chr1",11690325,11690403,ENSDART00000138622,326.62861917455,"merged_samples"
41,237,"chr1",11690325,11690403,ENSDART00000134575,326.62861917455,"merged_samples"
41,237,"chr1",11690325,11690403,ENSDART00000136421,326.62861917455,"merged_samples"
41,237,"chr1",11690325,11690403,ENSDART00000139440,326.62861917455,"merged_samples"
41,237,"chr1",11690325,11690403,ENSDART00000008127,326.62861917455,"merged_samples"
1,239,"chr1",12169746,12169746,ENSDART00000129553,19.9847100947819,"merged_samples"
43,244,"chr1",12905147,12905239,ENSDART00000079716,568.870853033488,"merged_samples"
30,255,"chr1",13267535,13267602,ENSDART00000103346,400.570012137812,"merged_samples"
52,260,"chr1",13290821,13290892,ENSDART00000030083,196.473271707848,"merged_samples"
5,261,"chr1",13339386,13339390,ENSDART00000005067,96.6875446483563,"merged_samples"
33,262,"chr1",13339412,13339461,ENSDART00000005067,539.72812896577,"merged_samples"
45,270,"chr1",13953001,13953059,ENSDART00000109911,87.2761457679537,"merged_samples"
15,271,"chr1",13953081,13953115,ENSDART00000109911,71.623655534717,"merged_samples"
13,275,"chr1",13985392,13985440,ENSDART00000033018,116.292883140764,"merged_samples"
35,281,"chr1",15204984,15205025,ENSDART00000078675,65.7790998567415,"merged_samples"
22,282,"chr1",15205054,15205075,ENSDART00000078675,16.4472915750602,"merged_samples"
34,292,"chr1",15363197,15363248,ENSDART00000149026,172.123038266633,"merged_samples"
26,304,"chr1",16118759,16118834,ENSDART00000010526,1397.54033784641,"merged_samples"
26,304,"chr1",16118759,16118834,ENSDART00000103262,1397.54033784641,"merged_samples"
26,304,"chr1",16118759,16118834,ENSDART00000145068,1397.54033784641,"merged_samples"
1,314,"chr1",16269180,16269180,ENSDART00000139702,18.2410842150531,"merged_samples"
1,314,"chr1",16269180,16269180,ENSDART00000140076,18.2410842150531,"merged_samples"
1,314,"chr1",16269180,16269180,ENSDART00000005593,18.2410842150531,"merged_samples"
49,315,"chr1",16269203,16269289,ENSDART00000139702,239.834901133318,"merged_samples"
49,315,"chr1",16269203,16269289,ENSDART00000140076,239.834901133318,"merged_samples"
49,315,"chr1",16269203,16269289,ENSDART00000005593,239.834901133318,"merged_samples"
3,316,"chr1",16335378,16335382,ENSDART00000078889,162.115003505698,"merged_samples"
6,318,"chr1",16418637,16418645,ENSDART00000030665,129.997506780915,"merged_samples"
23,321,"chr1",16437343,16437374,ENSDART00000103236,80.7024865778345,"merged_samples"
40,325,"chr1",17604990,17605030,ENSDART00000139241,43.6608420919415,"merged_samples"
8,326,"chr1",17707550,17707575,ENSDART00000132379,57.5090449142886,"merged_samples"
8,326,"chr1",17707550,17707575,ENSDART00000137940,57.5090449142886,"merged_samples"
63,327,"chr1",17707672,17707736,ENSDART00000132379,67.7145786094757,"merged_samples"
63,327,"chr1",17707672,17707736,ENSDART00000137940,67.7145786094757,"merged_samples"
63,327,"chr1",17707672,17707736,ENSDART00000113023,67.7145786094757,"merged_samples"
33,330,"chr1",17825386,17825440,ENSDART00000002886,528.338066609658,"merged_samples"
33,330,"chr1",17825386,17825440,ENSDART00000131948,528.338066609658,"merged_samples"
8,331,"chr1",17825474,17825481,ENSDART00000002886,27.5256442611708,"merged_samples"
8,331,"chr1",17825474,17825481,ENSDART00000131948,27.5256442611708,"merged_samples"
35,334,"chr1",17836416,17836476,ENSDART00000114514,227.031950789202,"merged_samples"
29,337,"chr1",18045123,18045151,ENSDART00000147764,25.7389075349537,"merged_samples"
29,337,"chr1",18045123,18045151,ENSDART00000129970,25.7389075349537,"merged_samples"
50,339,"chr1",18174865,18174925,ENSDART00000133959,56.9743299106292,"merged_samples"
50,339,"chr1",18174865,18174925,ENSDART00000144403,56.9743299106292,"merged_samples"
40,340,"chr1",18277002,18277041,ENSDART00000135274,31.6030399044464,"merged_samples"
40,340,"chr1",18277002,18277041,ENSDART00000103089,31.6030399044464,"merged_samples"
45,342,"chr1",18280163,18280233,ENSDART00000109416,289.572858739475,"merged_samples"
45,342,"chr1",18280163,18280233,ENSDART00000008616,289.572858739475,"merged_samples"
28,353,"chr1",18344263,18344297,ENSDART00000088933,86.6560144933708,"merged_samples"
28,353,"chr1",18344263,18344297,ENSDART00000111555,86.6560144933708,"merged_samples"
28,353,"chr1",18344263,18344297,ENSDART00000141579,86.6560144933708,"merged_samples"
11,354,"chr1",18344340,18344350,ENSDART00000088933,18.8246877716894,"merged_samples"
11,354,"chr1",18344340,18344350,ENSDART00000111555,18.8246877716894,"merged_samples"
11,354,"chr1",18344340,18344350,ENSDART00000141579,18.8246877716894,"merged_samples"
26,355,"chr1",18391375,18391441,ENSDART00000054575,99.2944965815202,"merged_samples"
64,359,"chr1",18506821,18506890,ENSDART00000138276,119.169971587489,"merged_samples"
46,362,"chr1",18550316,18550393,ENSDART00000143559,412.464920518747,"merged_samples"
15,365,"chr1",18591056,18591076,ENSDART00000111454,147.216074118054,"merged_samples"
27,374,"chr1",19416543,19416579,ENSDART00000145418,58.7233239786057,"merged_samples"
27,374,"chr1",19416543,19416579,ENSDART00000148518,58.7233239786057,"merged_samples"
27,374,"chr1",19416543,19416579,ENSDART00000139461,58.7233239786057,"merged_samples"
27,374,"chr1",19416543,19416579,ENSDART00000102969,58.7233239786057,"merged_samples"
36,376,"chr1",20091984,20092080,ENSDART00000054442,789.290027876133,"merged_samples"
36,376,"chr1",20091984,20092080,ENSDART00000145661,789.290027876133,"merged_samples"
44,380,"chr1",20345937,20346016,ENSDART00000147076,192.094662181147,"merged_samples"
44,380,"chr1",20345937,20346016,ENSDART00000006147,192.094662181147,"merged_samples"
6,382,"chr1",20561281,20561286,ENSDART00000076986,57.0682691662058,"merged_samples"
34,387,"chr1",20772149,20772218,ENSDART00000087729,629.947893470539,"merged_samples"
38,390,"chr1",21428950,21429015,ENSDART00000019698,167.575814033152,"merged_samples"
23,392,"chr1",21465333,21465355,ENSDART00000017413,13.173699905178,"merged_samples"
46,393,"chr1",21625803,21625869,ENSDART00000138235,988.731258365668,"merged_samples"
46,393,"chr1",21625803,21625869,ENSDART00000016488,988.731258365668,"merged_samples"
39,397,"chr1",22048819,22048861,ENSDART00000036448,157.839001755437,"merged_samples"
39,397,"chr1",22048819,22048861,ENSDART00000144792,157.839001755437,"merged_samples"
5,399,"chr1",22085747,22085751,ENSDART00000139003,15.577803427571,"merged_samples"
5,399,"chr1",22085747,22085751,ENSDART00000025770,15.577803427571,"merged_samples"
43,400,"chr1",22085794,22085853,ENSDART00000139003,207.001692088364,"merged_samples"
43,400,"chr1",22085794,22085853,ENSDART00000025770,207.001692088364,"merged_samples"
52,404,"chr1",22086064,22086142,ENSDART00000025770,75.4468695402485,"merged_samples"
44,405,"chr1",22146638,22146726,ENSDART00000087658,247.223799179216,"merged_samples"
35,407,"chr1",22263309,22263402,ENSDART00000134576,308.126527592953,"merged_samples"
37,409,"chr1",22333513,22333620,ENSDART00000133659,800.932731618964,"merged_samples"
5,416,"chr1",22850455,22850496,ENSDART00000014608,140.338387187232,"merged_samples"
1,417,"chr1",23130359,23130394,ENSDART00000051763,5213.09984761077,"merged_samples"
1,417,"chr1",23130359,23130394,ENSDART00000137066,5213.09984761077,"merged_samples"
1,417,"chr1",23130359,23130394,ENSDART00000143428,5213.09984761077,"merged_samples"
1,425,"chr1",23151251,23151251,ENSDART00000102542,16.2802056089873,"merged_samples"
32,429,"chr1",23414220,23414281,ENSDART00000076519,338.566310632548,"merged_samples"
15,431,"chr1",24035517,24035531,ENSDART00000054265,46.0490887560531,"merged_samples"
15,431,"chr1",24035517,24035531,ENSDART00000141648,46.0490887560531,"merged_samples"
58,432,"chr1",24075602,24075698,ENSDART00000133208,160.850874247739,"merged_samples"
58,432,"chr1",24075602,24075698,ENSDART00000144340,160.850874247739,"merged_samples"
57,433,"chr1",24508317,24508406,ENSDART00000054235,854.150522109485,"merged_samples"
57,433,"chr1",24508317,24508406,ENSDART00000123032,854.150522109485,"merged_samples"
57,433,"chr1",24508317,24508406,ENSDART00000131111,854.150522109485,"merged_samples"
1,437,"chr1",24554207,24554207,ENSDART00000054228,37.0079344187827,"merged_samples"
27,440,"chr1",24705905,24705931,ENSDART00000136984,27.9344686137111,"merged_samples"
2,441,"chr1",24705972,24706031,ENSDART00000136984,5364.71028233681,"merged_samples"
2,443,"chr1",24706193,24706194,ENSDART00000136984,10.5975966453295,"merged_samples"
32,446,"chr1",24954419,24954477,ENSDART00000059264,101.412677484243,"merged_samples"
3,447,"chr1",24981846,24981848,ENSDART00000054205,55.9038656097473,"merged_samples"
18,448,"chr1",24981877,24981894,ENSDART00000054205,12.964916824599,"merged_samples"
65,450,"chr1",24987716,24987780,ENSDART00000102379,72.7253081139888,"merged_samples"
54,451,"chr1",24993573,24993650,ENSDART00000054208,209.26171098784,"merged_samples"
6,457,"chr1",25327595,25327606,ENSDART00000046376,80.8582332888306,"merged_samples"
6,462,"chr1",25571297,25571302,ENSDART00000011645,31.2587378773529,"merged_samples"
6,462,"chr1",25571297,25571302,ENSDART00000152169,31.2587378773529,"merged_samples"
5,464,"chr1",25588306,25588310,ENSDART00000152643,10.8119770597008,"merged_samples"
20,470,"chr1",25642802,25642845,ENSDART00000152299,131.568399227914,"merged_samples"
22,471,"chr1",25642869,25642890,ENSDART00000152299,14.0492636748666,"merged_samples"
96,472,"chr1",25989991,25990088,ENSDART00000102322,72.6693322634584,"merged_samples"
1,475,"chr1",26078532,26078532,ENSDART00000128671,11.7082412467099,"merged_samples"
53,477,"chr1",26774785,26774864,ENSDART00000102335,1100.24405447608,"merged_samples"
31,483,"chr1",26837400,26837448,ENSDART00000102337,92.485498444059,"merged_samples"
49,485,"chr1",27013557,27013617,ENSDART00000133844,86.1238071772974,"merged_samples"
49,485,"chr1",27013557,27013617,ENSDART00000047211,86.1238071772974,"merged_samples"
49,485,"chr1",27013557,27013617,ENSDART00000149420,86.1238071772974,"merged_samples"
49,485,"chr1",27013557,27013617,ENSDART00000149785,86.1238071772974,"merged_samples"
49,485,"chr1",27013557,27013617,ENSDART00000149817,86.1238071772974,"merged_samples"
49,485,"chr1",27013557,27013617,ENSDART00000149479,86.1238071772974,"merged_samples"
24,490,"chr1",27999238,27999261,ENSDART00000141522,30.2791295355771,"merged_samples"
24,490,"chr1",27999238,27999261,ENSDART00000053932,30.2791295355771,"merged_samples"
24,490,"chr1",27999238,27999261,ENSDART00000126746,30.2791295355771,"merged_samples"
60,492,"chr1",28071587,28071658,ENSDART00000150133,125.197627546886,"merged_samples"
60,492,"chr1",28071587,28071658,ENSDART00000053926,125.197627546886,"merged_samples"
11,496,"chr1",28142137,28142147,ENSDART00000053924,19.707496211031,"merged_samples"
20,497,"chr1",28142187,28142206,ENSDART00000053924,12.0996991495285,"merged_samples"
7,498,"chr1",28198497,28198503,ENSDART00000085648,10.7977614756618,"merged_samples"
16,501,"chr1",28609550,28609613,ENSDART00000088290,136.946884455419,"merged_samples"
31,506,"chr1",28711929,28711985,ENSDART00000110816,368.939303666855,"merged_samples"
31,506,"chr1",28711929,28711985,ENSDART00000054064,368.939303666855,"merged_samples"
28,514,"chr1",28743316,28743422,ENSDART00000019743,446.058269458376,"merged_samples"
14,517,"chr1",28803226,28803289,ENSDART00000054066,411.609641194528,"merged_samples"
15,523,"chr1",28807310,28807342,ENSDART00000133905,223.112615345265,"merged_samples"
15,523,"chr1",28807310,28807342,ENSDART00000136786,223.112615345265,"merged_samples"
15,523,"chr1",28807310,28807342,ENSDART00000135252,223.112615345265,"merged_samples"
30,532,"chr1",29779648,29779692,ENSDART00000143897,464.722413589596,"merged_samples"
30,532,"chr1",29779648,29779692,ENSDART00000127943,464.722413589596,"merged_samples"
30,532,"chr1",29779648,29779692,ENSDART00000062628,464.722413589596,"merged_samples"
30,532,"chr1",29779648,29779692,ENSDART00000127670,464.722413589596,"merged_samples"
17,535,"chr1",30002484,30002500,ENSDART00000022841,40.2633339442023,"merged_samples"
30,536,"chr1",30075416,30075467,ENSDART00000102210,81.7724370113133,"merged_samples"
49,538,"chr1",30667402,30667465,ENSDART00000049151,101.681709743212,"merged_samples"
30,542,"chr1",31027197,31027226,ENSDART00000075286,33.8045433996807,"merged_samples"
22,543,"chr1",31027276,31027297,ENSDART00000075286,26.3946352887673,"merged_samples"
43,545,"chr1",31111811,31111868,ENSDART00000057880,175.396048241459,"merged_samples"
49,547,"chr1",31128180,31128254,ENSDART00000044214,132.067126114396,"merged_samples"
16,548,"chr1",31160632,31160647,ENSDART00000057879,12.1004289812523,"merged_samples"
16,548,"chr1",31160632,31160647,ENSDART00000144957,12.1004289812523,"merged_samples"
62,549,"chr1",31179094,31179162,ENSDART00000112333,79.2716523468111,"merged_samples"
6,550,"chr1",31318440,31318447,ENSDART00000075260,138.139640686354,"merged_samples"
24,552,"chr1",31505561,31505584,ENSDART00000146602,24.4433422958068,"merged_samples"
24,552,"chr1",31505561,31505584,ENSDART00000148611,24.4433422958068,"merged_samples"
18,555,"chr1",31882795,31882812,ENSDART00000137156,24.0506120255374,"merged_samples"
18,555,"chr1",31882795,31882812,ENSDART00000135078,24.0506120255374,"merged_samples"
17,556,"chr1",31882839,31882860,ENSDART00000137156,23.1252807331285,"merged_samples"
17,556,"chr1",31882839,31882860,ENSDART00000135078,23.1252807331285,"merged_samples"
10,558,"chr1",32883174,32883186,ENSDART00000136761,25.9881139016432,"merged_samples"
3,561,"chr1",32987426,32987428,ENSDART00000140435,11.25377895172,"merged_samples"
20,562,"chr1",33067069,33067113,ENSDART00000149786,74.8971598692985,"merged_samples"
20,562,"chr1",33067069,33067113,ENSDART00000148946,74.8971598692985,"merged_samples"
20,562,"chr1",33067069,33067113,ENSDART00000110026,74.8971598692985,"merged_samples"
20,562,"chr1",33067069,33067113,ENSDART00000133870,74.8971598692985,"merged_samples"
22,563,"chr1",33191239,33191283,ENSDART00000018472,334.834842774503,"merged_samples"
12,564,"chr1",33191304,33191321,ENSDART00000018472,45.045048872275,"merged_samples"
17,567,"chr1",33280343,33280374,ENSDART00000114384,234.940141964505,"merged_samples"
19,568,"chr1",33300918,33300944,ENSDART00000122316,35.3145983831079,"merged_samples"
